"211","45","1943","1988-06-14 04:34:17"
"212","14","154","2013-10-02 21:30:55"
"213","87","721","1981-04-13 13:39:53"
"214","72","1605","1996-12-10 11:55:22"
"215","25","760","2010-04-28 23:41:04"
"216","53","1816","1974-11-29 15:19:36"
"217","46","348","2015-06-16 12:48:14"
"218","11","1949","1974-04-21 15:51:25"
"219","78","1612","2004-12-20 16:18:54"
"220","88","1835","1987-06-16 22:37:05"
"221","49","1678","2008-10-12 06:47:19"
"222","40","1121","1979-07-15 18:41:10"
"223","5","192","2009-09-12 18:41:21"
"224","90","1949","2019-10-22 02:40:36"
"225","82","1817","2017-05-13 21:02:00"
"226","65","579","2016-04-02 09:29:07"
"227","44","1907","1991-09-25 14:38:50"
"228","18","1120","2020-01-25 01:17:03"
"229","30","441","1983-06-11 09:51:28"
"230","10","1506","1979-11-22 04:14:26"
"231","3","1809","1984-03-10 01:41:13"
"232","88","821","1990-08-24 21:19:07"
"233","12","51","2018-08-30 16:24:42"
"234","67","652","1979-03-05 03:50:54"
"235","52","89","2020-01-29 02:42:15"
"236","5","1399","1980-11-22 05:08:35"
"237","12","291","1978-03-25 04:54:56"
"238","2","251","1973-10-05 00:48:44"
"239","88","1329","2020-04-05 20:22:38"
"240","22","118","1988-08-15 01:29:18"
"241","42","1259","1974-11-28 05:05:42"
"242","76","1678","1971-05-06 07:46:14"
"243","13","770","2015-07-03 10:35:13"
"244","51","606","2003-07-11 02:50:37"
"245","27","692","1996-01-07 01:14:50"
"246","17","1437","1999-10-08 09:18:04"
"247","20","471","2005-06-18 22:26:17"
"248","39","996","2018-01-04 06:37:03"
"249","51","1250","2012-11-08 00:57:20"
"250","15","20","1989-02-17 21:47:58"
"251","47","1667","1981-11-07 23:22:20"
"252","52","152","1990-05-04 01:34:25"
"253","21","444","2009-04-01 23:07:28"
"254","51","755","2011-06-18 12:35:02"
"255","83","1375","2015-07-18 20:58:03"
"256","39","29","1980-07-18 06:07:15"
"257","83","689","1999-06-30 12:07:48"
"258","37","882","1993-11-21 16:18:56"
"259","78","453","1993-07-26 11:33:43"
"260","7","368","1998-03-12 23:49:15"
"261","41","128","1991-05-18 19:23:54"
"262","63","1010","2020-06-09 18:06:26"
"263","46","936","2015-05-13 17:43:04"
"264","65","83","1976-09-10 03:43:21"
"265","90","1378","2014-08-01 04:14:17"
"266","0","1685","1989-09-20 23:23:42"
"267","22","799","1976-05-21 04:13:35"
"268","46","865","2015-10-28 08:51:42"
"269","50","903","1989-09-09 12:51:17"
"270","6","406","1982-11-22 10:21:06"
"271","87","279","2007-05-20 12:33:05"
"272","43","1573","1996-10-15 04:25:15"
"273","82","1454","1999-02-19 06:14:27"
"274","15","1209","2005-12-23 21:31:21"
"275","55","1930","1997-09-16 13:25:47"
"276","92","1951","1970-09-19 17:31:05"
"277","80","343","2001-09-02 00:29:02"
"278","76","1234","2004-11-26 00:52:30"
"279","34","1266","1990-12-01 09:40:01"
"280","37","1097","2009-09-15 06:53:48"
"281","11","492","1994-07-04 03:24:27"
"282","89","1836","1992-07-09 23:28:57"
"283","32","590","1977-06-19 03:04:19"
"284","77","1584","1978-11-02 23:06:59"
"285","6","1323","2018-09-15 11:47:14"
"286","80","1085","2008-08-29 07:08:59"
"287","50","1460","1970-09-25 01:19:25"
"288","39","531","1989-02-21 22:59:12"
"289","49","1017","1987-08-04 08:53:00"
"290","50","1208","2017-06-05 03:02:08"
"291","90","1363","2015-07-21 13:02:09"
"292","91","1696","1998-12-13 01:51:05"
"293","90","1226","2002-10-06 04:33:51"
"294","49","1375","1988-02-15 18:47:25"
"295","48","760","1987-10-01 16:04:04"
"296","4","1234","1998-03-01 13:36:43"
"297","90","205","1972-11-23 01:42:47"
"298","8","1801","1989-06-05 03:41:20"
"299","55","337","1993-05-12 14:19:35"
"300","75","1234","1979-12-24 22:41:31"
"301","61","1949","1987-07-28 16:51:54"
"302","72","1841","2008-03-15 22:41:24"
"303","52","1358","1983-11-30 18:26:13"
"304","34","414","1984-01-22 19:34:45"
"305","72","282","1987-08-31 04:39:40"
"306","39","325","2019-10-04 08:15:10"
"307","21","1575","2005-07-07 13:11:15"
"308","1","861","1990-03-21 00:37:13"
"309","57","497","1999-05-17 20:15:12"
"310","60","615","1998-08-23 19:53:10"
"311","85","279","2020-05-12 14:48:32"
"312","31","1311","2000-10-18 00:02:56"
"313","78","1608","2022-01-05 08:21:57"
"314","61","869","1983-04-11 06:03:22"
"315","64","359","2020-11-16 22:51:00"
"316","73","1983","1993-11-25 18:31:25"
"317","12","896","2014-06-04 05:59:32"
"318","32","237","1988-04-29 01:59:45"
"319","22","1921","2018-07-04 12:38:35"
"320","91","1945","1987-01-30 11:18:12"
"321","67","1623","2022-06-05 02:25:09"
"322","40","764","1987-10-28 12:50:49"
"323","63","1294","1994-01-04 22:00:57"
"324","84","1573","1981-07-09 04:46:34"
"325","51","749","1976-08-28 11:59:30"
"326","36","1068","1980-07-15 16:19:32"
"327","33","1444","2000-11-30 05:22:59"
"328","75","203","2023-04-19 04:31:04"
"329","97","87","1985-04-27 09:38:31"
"330","48","802","2009-08-22 22:32:43"
"331","23","1745","2004-10-20 20:02:58"
"332","62","359","2022-12-18 04:13:23"
"333","55","1779","2014-02-22 12:01:05"
"334","38","3","2016-09-12 23:58:46"
"335","35","291","1996-07-05 22:37:07"
"336","22","1266","1979-06-04 23:08:16"
"337","6","1612","2005-06-14 07:55:47"
"338","30","1361","2004-08-13 15:04:39"
"339","92","1234","2000-02-01 01:47:40"
"340","59","1526","2021-04-23 22:24:26"
"341","49","1936","1981-04-27 17:52:07"
"342","12","878","2001-08-15 14:11:14"
"343","88","1138","2006-04-07 04:22:56"
"344","0","799","1977-10-07 16:45:34"
"345","4","730","2006-07-03 17:11:00"
"346","39","169","1987-04-21 18:27:00"
"347","67","1648","2009-09-06 08:48:26"
"348","94","764","2020-03-20 17:11:16"
"349","86","1145","2002-07-28 08:12:43"
"350","38","1773","2023-01-16 06:44:10"
"351","67","20","2008-05-05 15:54:20"
"352","23","587","2010-12-16 02:29:18"
"353","51","1927","2017-02-23 16:55:15"
"354","39","277","1987-07-30 09:35:42"
"355","85","29","2012-01-07 15:19:46"
"356","42","200","2011-04-20 09:39:37"
"357","84","1840","1978-04-08 00:41:45"
"358","68","1522","1971-04-29 14:29:52"
"359","7","981","2022-10-15 19:17:24"
"360","9","51","1998-01-27 02:08:56"
"361","10","172","1981-06-30 00:49:46"
"362","59","1214","2011-02-13 03:45:56"
"363","61","235","2014-02-25 12:09:57"
"364","99","831","1987-03-27 11:50:02"
"365","29","1128","2016-06-01 16:57:06"
"366","82","681","2017-02-25 08:22:15"
"367","59","1992","1972-08-27 01:49:07"
"368","92","1836","1995-01-23 18:58:31"
"369","89","773","1970-04-23 05:04:00"
"370","9","1028","1974-10-11 21:15:48"
"371","68","762","1988-01-26 08:48:41"
"372","35","157","1982-08-02 03:41:06"
"373","11","1819","2005-06-25 19:47:05"
"374","68","969","1972-06-13 04:56:16"
"375","93","1260","1984-11-24 12:38:38"
"376","29","289","1972-06-23 12:01:22"
"377","40","763","1973-02-15 10:20:26"
"378","27","1995","1986-09-11 19:48:25"
"379","8","275","2021-09-21 02:26:59"
"380","35","155","1981-01-25 23:55:04"
"381","13","1232","2004-07-25 12:15:54"
"382","96","1712","2015-03-14 19:16:25"
"383","81","137","1999-02-06 16:30:30"
"384","86","357","2009-05-13 12:57:40"
"385","37","1891","2016-09-13 18:47:12"
"386","26","13","2019-10-07 12:24:29"
"387","34","646","1979-09-06 18:57:02"
"388","7","71","1978-01-14 04:42:31"
"389","80","1298","1974-07-11 17:43:04"
"390","20","711","1992-05-08 17:29:05"
"391","3","1788","1986-09-04 00:05:24"
"392","7","886","1979-02-19 13:24:50"
"393","62","949","1978-10-05 07:43:19"
"394","46","1323","1987-04-10 06:48:12"
"395","18","1962","2014-01-02 07:05:36"
"396","63","269","1986-09-29 11:48:27"
"397","67","587","1999-08-08 20:35:55"
"398","2","860","1984-03-19 19:22:37"
"399","88","657","1997-03-15 16:07:13"
"400","2","1819","2009-02-22 01:14:48"
"401","42","1888","1993-07-20 03:53:54"
"402","64","898","2019-05-29 11:42:34"
"403","93","978","2010-05-07 15:18:10"
"404","88","1677","1973-09-28 08:24:36"
"405","71","1328","1989-09-12 01:33:54"
"406","54","51","2018-03-03 02:16:16"
"407","94","620","2000-07-22 21:31:49"
"408","68","1429","2000-11-16 09:18:30"
"409","14","1662","2008-06-25 07:35:52"
"410","8","789","1995-02-09 12:19:15"
"411","20","1761","2001-03-21 19:37:05"
"412","10","1233","1974-06-14 13:18:19"
"413","5","1706","2006-09-02 01:59:49"
"414","57","1444","1997-01-30 06:26:20"
"415","97","967","2015-09-07 03:34:36"
"416","59","1576","1996-03-24 13:46:00"
"417","16","863","1998-12-31 15:19:51"
"418","76","1158","2009-09-26 00:14:17"
"419","43","522","2000-05-03 03:19:15"
"420","29","1832","1971-07-29 11:51:56"
"421","34","1317","2014-07-15 08:16:18"
"422","68","333","2014-10-08 19:57:08"
"423","22","1227","2005-03-08 23:28:43"
"424","1","393","1993-11-27 09:07:26"
"425","28","1518","1990-09-04 15:04:57"
"426","35","605","1976-09-25 16:30:30"
"427","96","1637","2013-01-25 05:54:46"
"428","42","1421","2004-03-01 01:47:05"
"429","84","604","2022-06-14 13:46:05"
"430","88","1965","1980-03-19 00:08:03"
"431","87","127","1972-08-13 02:04:57"
"432","11","1529","2006-05-22 22:32:58"
"433","41","113","2013-07-19 19:19:11"
"434","50","1674","1974-12-01 09:42:07"
"435","63","470","2006-02-23 17:21:21"
"436","61","379","2011-02-20 23:51:15"
"437","12","1859","1983-03-14 20:36:45"
"438","0","557","2005-12-12 03:49:31"
"439","90","584","1982-12-01 11:27:08"
"440","69","1040","1975-12-28 01:29:17"
"441","91","610","1997-06-23 16:23:39"
"442","35","1296","1996-03-07 06:28:48"
"443","74","112","2009-12-31 17:32:26"
"444","17","529","1972-01-04 17:01:56"
"445","33","1740","1999-04-20 02:02:55"
"446","52","1470","1975-07-18 05:24:55"
"447","10","1068","2005-01-05 05:52:17"
"448","89","1010","1997-11-19 22:24:05"
"449","70","590","1996-08-31 11:46:09"
"450","61","1717","1972-06-14 17:19:29"
"451","83","1246","1994-03-29 01:36:18"
"452","45","1154","2000-03-24 19:52:54"
"453","86","481","2009-04-06 16:55:23"
"454","0","480","1985-08-04 23:41:54"
"455","55","74","2023-02-15 08:12:00"
"456","73","1907","1979-09-13 13:24:20"
"457","65","742","1984-07-07 22:25:03"
"458","38","1978","2010-05-30 19:59:36"
"459","59","944","1993-03-10 11:24:44"
"460","55","1460","2005-04-06 18:14:58"
"461","68","1097","2002-12-20 02:57:34"
"462","43","485","1972-07-12 21:20:37"
"463","68","226","2013-07-25 14:47:35"
"464","59","648","2014-11-11 00:34:56"
"465","9","1574","1995-03-08 21:42:35"
"466","14","1978","1988-05-01 15:21:32"
"467","18","317","1974-04-27 05:26:18"
"468","77","764","1980-09-12 02:48:05"
"469","80","1490","1972-10-21 03:09:04"
"470","76","1410","1992-10-08 19:53:04"
"471","12","863","2023-04-18 15:43:12"
"472","39","1467","1970-02-01 16:13:22"
"473","72","1958","2022-10-20 20:01:02"
"474","36","1761","1999-10-18 04:02:19"
"475","30","867","1999-01-02 19:20:08"
"476","5","263","2021-07-11 19:57:28"
"477","5","835","2013-11-04 14:06:44"
"478","77","113","1971-11-20 05:19:20"
"479","81","1733","1991-04-13 03:25:12"
"480","61","635","2002-07-04 00:35:26"
"481","1","1575","1980-04-20 00:06:06"
"482","39","724","2016-10-27 23:44:29"
"483","30","1026","1998-04-09 07:55:08"
"484","77","315","2005-07-22 15:00:33"
"485","21","1425","1983-01-08 22:24:12"
"486","6","429","1999-06-19 10:27:11"
"487","0","1666","2021-03-15 16:56:32"
"488","90","1467","1995-10-08 23:55:47"
"489","36","1276","2005-01-01 11:43:52"
"490","31","663","1990-11-27 19:21:49"
"491","7","855","2005-03-23 15:33:16"
"492","40","880","2014-05-04 09:23:14"
"493","86","1328","2015-05-08 12:10:59"
"494","28","269","1995-05-09 19:57:05"
"495","38","882","2018-03-05 22:39:46"
"496","27","1366","2002-05-01 20:10:08"
"497","85","1786","2001-09-25 21:02:16"
"498","30","27","2006-09-24 09:32:30"
"499","70","1550","2014-12-12 15:59:19"
"500","70","1474","2018-07-13 21:19:53"
"501","23","508","2019-10-22 21:20:31"
"502","95","1751","1977-06-04 23:45:44"
"503","52","616","2013-06-14 22:22:24"
"504","12","881","1973-08-13 23:53:35"
"505","33","1213","1970-10-03 12:29:48"
"506","25","754","1997-03-26 23:38:26"
"507","22","827","2023-07-12 09:42:53"
"508","37","646","2015-06-18 21:17:19"
"509","64","855","2020-04-19 13:56:18"
"510","85","1410","1993-06-27 08:37:33"
"511","37","966","2008-11-14 06:47:56"
"512","94","1437","1987-04-16 14:33:24"
"513","57","799","1987-02-16 20:25:45"
"514","0","1365","1989-09-13 14:33:32"
"515","10","134","1988-05-31 02:59:20"
"516","67","1693","1995-07-09 07:44:16"
"517","18","1706","1971-04-13 05:52:22"
"518","60","37","1980-07-23 21:30:47"
"519","70","1958","2018-12-11 22:43:03"
"520","15","1131","1990-02-24 05:58:51"
"521","80","3","1996-04-09 19:42:55"
"522","70","442","1992-03-05 19:56:42"
"523","56","1250","1985-10-26 20:46:09"
"524","40","163","1995-11-25 12:37:42"
"525","80","1944","1984-10-03 21:35:03"
"526","81","692","2015-07-16 05:30:15"
"527","96","1891","1970-07-06 08:10:01"
"528","49","343","2010-01-16 07:09:06"
"529","57","522","1992-10-30 08:16:20"
"530","15","421","1977-09-16 13:38:30"
"531","45","1530","1994-08-24 19:36:50"
"532","4","365","1985-08-05 08:47:02"
"533","9","315","1981-05-25 15:23:07"
"534","44","561","2015-11-25 17:05:20"
"535","98","957","1970-08-13 16:54:29"
"536","81","434","1973-03-22 14:20:21"
"537","93","24","2011-07-19 20:32:04"
"538","42","717","1998-06-12 21:14:25"
"539","13","544","1992-09-30 06:52:39"
"540","89","72","1996-04-16 07:40:55"
"541","66","530","2023-09-18 21:29:39"
"542","90","42","2009-12-22 00:42:45"
"543","64","152","2000-08-18 11:15:52"
"544","85","900","1978-03-01 05:15:58"
"545","19","616","2007-01-30 03:27:55"
"546","61","610","2018-03-17 09:16:54"
"547","9","976","2020-12-01 13:04:07"
"548","39","1927","1992-03-05 22:14:38"
"549","11","212","2011-02-01 15:47:29"
"550","89","1148","1985-06-29 16:13:38"
"551","14","511","1987-01-18 05:42:11"
"552","0","1642","2019-11-10 21:23:40"
"553","7","1217","1991-10-30 23:11:48"
"554","63","1574","2011-01-28 03:29:07"
"555","25","1464","1986-02-05 10:47:55"
"556","74","561","1977-02-16 15:40:32"
"557","35","1404","2013-07-02 01:18:35"
"558","78","1370","1996-08-08 17:48:54"
"559","38","1907","1985-04-17 02:49:53"
"560","83","497","1981-08-14 08:46:07"
"561","22","1442","1990-10-10 12:35:20"
"562","2","188","2006-12-28 19:15:29"
"563","17","302","2004-02-14 15:14:40"
"564","16","563","2013-12-15 16:53:06"
"565","45","1056","2021-03-07 08:40:52"
"566","70","1487","1999-04-24 14:40:10"
"567","96","974","1997-04-16 17:59:15"
"568","10","440","2001-10-17 20:07:11"
"569","96","1766","2009-02-17 05:55:06"
"570","78","1921","1996-07-23 03:25:39"
"571","55","27","1986-06-20 14:44:50"
"572","65","189","2000-11-29 20:25:21"
"573","95","1641","1978-06-17 12:43:03"
"574","80","589","2019-12-28 18:32:40"
"575","1","484","2015-01-15 08:37:29"
"576","34","218","2022-12-22 01:54:59"
"577","46","1753","1985-11-05 08:55:44"
"578","29","781","2005-03-04 10:08:12"
"579","17","1249","1991-04-17 20:04:48"
"580","71","246","1999-04-16 01:44:48"
"581","8","1290","1986-06-15 13:41:14"
"582","51","497","1989-12-13 14:08:12"
"583","61","1696","1993-07-20 21:05:29"
"584","68","1712","1977-03-04 18:49:33"
"585","68","1772","1998-01-20 17:59:54"
"586","35","1730","1983-11-22 14:02:25"
"587","31","974","2020-06-08 00:26:38"
"588","78","500","1994-04-13 23:08:36"
"589","12","1216","1994-02-14 16:35:39"
"590","3","327","1986-02-21 00:31:19"
"591","97","987","1998-12-17 22:11:54"
"592","36","1693","1976-05-16 01:48:00"
"593","34","799","2009-07-30 01:50:09"
"594","21","773","1984-03-06 23:17:18"
"595","20","1450","2011-12-13 12:21:25"
"596","21","717","2008-09-12 13:29:42"
"597","16","991","2012-10-02 14:40:21"
"598","48","571","1998-03-13 18:06:10"
"599","23","142","2021-05-02 06:31:24"
"600","76","1994","2000-05-22 13:24:46"
"601","3","681","2012-05-05 16:28:06"
"602","33","1706","1980-11-10 10:24:32"
"603","63","976","2010-09-09 03:46:07"
"604","26","607","1996-05-01 03:39:26"
"605","21","821","1977-05-26 19:17:18"
"606","43","1714","1994-10-04 21:20:45"
"607","26","979","2007-08-09 00:17:46"
"608","82","112","2001-10-21 20:20:48"
"609","50","1255","1983-12-06 02:04:41"
"610","54","1710","1975-03-14 16:46:15"
"611","53","249","1988-12-29 16:30:23"
"612","29","1981","1992-10-01 19:06:44"
"613","0","343","1980-09-23 08:30:55"
"614","19","1085","1999-05-21 17:19:50"
"615","38","1131","1999-02-11 13:03:04"
"616","73","1596","2022-04-13 18:07:55"
"617","69","1654","1995-02-17 14:41:57"
"618","25","87","2010-01-24 21:10:45"
"619","93","1518","1997-10-09 12:45:52"
"620","10","120","2019-05-23 05:22:29"
"621","93","220","2014-09-25 19:47:22"
"622","38","713","2021-11-20 03:29:00"
"623","99","1505","2004-05-05 10:39:07"
"624","97","865","2020-02-06 13:05:10"
"625","27","1470","2016-07-11 23:20:11"
"626","67","69","1975-10-17 22:45:18"
"627","99","736","2001-07-02 23:39:45"
"628","11","1099","2005-09-27 01:50:59"
"629","94","579","1972-01-16 16:42:45"
"630","9","1427","1990-07-05 15:19:41"
"631","79","212","1992-02-13 22:47:47"
"632","98","1608","2005-09-02 18:05:39"
"633","34","1368","1985-03-08 17:29:52"
"634","6","721","2006-12-02 12:14:15"
"635","52","515","1970-06-23 12:06:02"
"636","7","1400","1996-08-19 05:56:09"
"637","56","1350","1997-06-25 21:50:59"
"638","32","1710","2015-07-21 20:53:45"
"639","35","641","2018-12-05 07:24:19"
"640","80","1099","2011-05-03 01:29:28"
"641","80","1366","2003-04-16 05:12:30"
"642","58","1593","2018-01-30 22:56:27"
"643","67","83","2018-07-18 02:44:43"
"644","5","1354","2012-03-26 02:50:49"
"645","92","1378","2002-03-05 10:27:33"
"646","65","1751","1987-04-08 15:13:24"
"647","59","477","2018-08-14 12:56:56"
"648","44","589","2011-06-02 13:51:37"
"649","58","350","2007-02-25 13:30:09"
"650","16","1746","1974-05-03 23:55:42"
