"17","95","986","5","72","False"
"17","39","1090","8","83","False"
"17","80","773","4","81","False"
"17","74","141","2","45","False"
"18","10","290","3","78","False"
"18","70","547","3","12","False"
"18","57","1975","5","65","False"
"18","10","1849","4","98","False"
"18","49","1441","1","29","False"
"18","55","701","1","53","False"
"19","88","1937","7","68","False"
"19","53","1836","6","94","False"
"19","25","799","7","81","False"
"19","70","818","3","66","False"
"20","25","1203","3","25","False"
"20","95","220","1","82","False"
"20","48","746","10","45","False"
"20","88","1223","7","68","False"
"21","50","160","9","100","False"
"21","5","748","1","28","False"
"21","30","223","10","98","False"
"21","57","644","7","60","False"
"21","18","1148","9","95","False"
"21","5","227","5","92","False"
"21","77","1744","10","20","False"
"21","48","1916","6","87","False"
"22","50","1453","2","70","False"
"22","74","376","2","98","False"
"22","74","319","3","14","False"
"22","67","940","10","52","False"
"22","25","1887","3","85","False"
"22","25","993","9","27","False"
"22","49","1429","1","97","False"
"22","40","380","1","81","False"
"23","53","1284","4","34","False"
"23","53","1994","7","37","False"
"24","67","1402","7","10","False"
"24","29","1432","2","37","False"
"24","30","1838","2","16","False"
"24","18","1603","2","83","False"
"24","25","1277","1","58","False"
"24","53","1372","7","76","False"
"24","18","302","1","35","False"
"24","80","1977","5","78","False"
"25","53","1662","2","59","False"
"25","55","312","6","32","False"
"25","57","711","7","77","False"
"25","61","1673","8","37","False"
"25","53","1440","9","41","False"
"25","95","1184","9","87","False"
"25","61","814","1","32","False"
"25","48","1436","2","47","False"
"26","63","1033","5","29","False"
"26","88","834","7","60","False"
"26","77","837","3","44","False"
"26","50","1912","5","15","False"
"26","30","1367","9","55","False"
"26","42","1747","1","75","False"
"27","30","92","6","38","False"
"27","29","880","1","91","False"
"28","61","1520","2","91","False"
"28","89","712","3","41","False"
"29","48","1898","10","85","False"
"29","10","1712","10","46","False"
"29","86","430","5","66","False"
"29","25","10","6","57","False"
"29","48","749","4","20","False"
"30","49","114","6","49","False"
"30","40","1725","6","10","False"
"30","67","1272","1","78","False"
"30","77","478","10","96","False"
"30","43","1803","6","38","False"
"31","25","1227","8","47","False"
"31","74","525","5","23","False"
"31","89","785","6","69","False"
"31","42","1094","1","50","False"
"31","18","203","4","92","False"
"31","43","161","1","11","False"
"31","61","1844","6","55","False"
"31","57","1690","6","51","False"
"32","30","685","6","26","False"
"32","30","1343","5","87","False"
"32","42","1994","3","31","False"
"32","39","899","2","51","False"
"32","61","1410","6","19","False"
"33","43","55","9","92","False"
"33","63","1334","3","66","False"
"33","89","103","5","92","False"
"33","5","1061","2","32","False"
"33","20","1748","6","52","False"
"33","39","345","7","42","False"
"33","67","1093","8","15","False"
"34","63","384","7","53","False"
"34","74","1665","8","26","False"
"35","80","502","4","16","False"
"35","42","881","7","45","False"
"35","80","182","6","11","False"
"35","55","1200","6","44","False"
"35","55","1438","7","93","False"
"35","67","617","7","53","False"
"35","88","1454","3","95","False"
"35","63","950","7","81","False"
"36","88","560","8","88","False"
"36","49","1877","1","95","False"
"36","74","1303","3","58","False"
"36","40","1426","1","70","False"
"36","89","112","9","64","False"
"36","50","1149","10","67","False"
"36","53","1761","4","37","False"
"36","88","1963","8","65","False"
"36","5","1591","8","37","False"
"37","88","665","6","95","False"
"37","42","247","4","21","False"
"37","70","1484","7","46","False"
"37","80","1637","4","28","False"
"37","77","1813","7","36","False"
"37","30","1738","10","31","False"
"38","67","784","2","76","False"
"38","70","1083","10","15","False"
"38","30","417","7","11","False"
"38","43","916","4","71","False"
"38","48","1262","7","76","False"
"38","48","1592","1","44","False"
"39","43","1425","2","50","False"
"39","39","368","3","63","False"
"39","42","1461","1","49","False"
"39","48","1019","3","61","False"
"40","57","1914","4","87","False"
"40","88","685","5","81","False"
"40","89","1695","4","86","False"
"41","18","1949","9","59","False"
"41","88","722","2","64","False"
"41","89","1216","5","74","False"
"41","42","1466","2","33","False"
"41","39","1220","8","78","False"
"41","53","248","2","11","False"
"41","18","1166","8","45","False"
"41","10","653","5","17","False"
"41","39","12","1","82","False"
"42","18","1318","1","44","False"
"42","49","1687","1","61","False"
"42","77","1861","7","24","False"
"42","40","1888","3","35","False"
"42","88","728","5","71","False"
"43","50","685","10","30","False"
"43","95","696","3","72","False"
"44","70","930","8","100","False"
"44","48","310","10","88","False"
"45","61","431","10","54","False"
"45","89","1809","10","40","False"
"46","89","1802","9","26","False"
"46","30","877","6","79","False"
"46","70","10","7","54","False"
"46","40","945","9","44","False"
"46","70","486","7","97","False"
"46","77","916","4","59","False"
"46","88","1830","6","50","False"
"46","77","1028","3","56","False"
"46","20","99","8","19","False"
"46","25","1313","6","32","False"
"47","86","1526","5","13","False"
"47","77","1687","7","30","False"
"47","88","1235","3","98","False"
"47","55","1712","7","39","False"
"47","57","308","2","69","False"
"47","77","1509","4","59","False"
"47","86","182","9","92","False"
"47","53","830","8","53","False"
"47","86","302","1","99","False"
"48","49","1637","10","38","False"
"48","74","1389","7","88","False"
"48","74","235","4","43","False"
"48","42","584","7","54","False"
"48","74","1211","5","75","False"
"48","86","1089","1","66","False"
"48","48","1220","3","83","False"
"48","49","968","4","89","False"
"49","80","840","2","82","False"
"49","48","1687","4","54","False"
"49","70","1612","9","49","False"
"49","50","930","2","89","False"
"49","43","1057","7","98","False"
"50","88","1099","7","33","False"
"51","49","803","6","82","False"
"51","80","503","1","78","False"
"52","86","1135","7","84","False"
"52","63","58","8","53","False"
"52","39","181","1","62","False"
"52","53","763","2","91","False"
"52","53","1713","10","24","False"
"53","63","1154","7","39","False"
"53","77","584","10","49","False"
"53","42","545","7","48","False"
"53","29","1381","3","49","False"
"53","77","1023","8","100","False"
"54","29","784","8","60","False"
"54","61","1483","9","29","False"
"54","89","1464","1","50","False"
"54","42","786","6","65","False"
"54","86","1680","8","15","False"
"54","89","479","9","79","False"
"54","29","376","10","53","False"
"54","55","1222","6","79","False"
"55","48","75","2","91","False"
"56","88","1061","3","20","False"
"56","61","1320","7","44","False"
"56","55","508","3","65","False"
"56","49","1789","5","65","False"
"56","57","1568","8","40","False"
"57","10","1592","3","13","False"
"57","40","1721","2","16","False"
"57","42","1104","10","71","False"
"57","20","997","1","89","False"
"58","67","154","2","46","False"
"58","5","1811","2","34","False"
"58","48","599","8","11","False"
"58","29","361","10","64","False"
"58","42","1426","5","73","False"
"58","49","809","4","61","False"
"58","25","1660","3","79","False"
"58","70","793","9","34","False"
"59","80","618","3","90","False"
"59","49","472","10","24","False"
"59","55","1888","2","45","False"
"59","20","1472","5","37","False"
"59","25","1264","5","13","False"
"59","20","1017","7","80","False"
"59","80","1184","5","99","False"
"59","10","1923","5","64","False"
"60","55","1608","7","60","False"
"60","53","125","3","73","False"
"60","89","1395","4","61","False"
"60","70","1009","6","58","False"
"60","61","1307","3","25","False"
"60","88","746","8","65","False"
"61","67","1825","8","20","False"
"61","67","1696","8","13","False"
"61","42","302","7","69","False"
"61","18","1963","6","82","False"
"61","40","1355","9","81","False"
"61","39","50","1","84","False"
"62","10","345","2","88","False"
"62","77","99","1","73","False"
"63","70","1614","3","34","False"
"63","18","928","3","92","False"
"63","49","1973","8","93","False"
"63","50","1570","10","42","False"
"63","43","1115","5","12","False"
"63","63","1360","2","68","False"
"64","10","545","3","71","False"
"64","89","1742","1","21","False"
"64","53","1839","2","20","False"
"64","77","1012","1","76","False"
"64","89","1822","7","50","False"
"64","89","1225","2","11","False"
"64","57","358","4","25","False"
"65","50","1130","7","46","False"
"65","5","222","10","42","False"
"66","88","1991","8","31","False"
"66","61","1090","7","76","False"
"66","53","306","6","40","False"
"67","57","905","7","21","False"
"67","88","1461","2","33","False"
"67","18","1552","10","49","False"
"67","55","1095","2","61","False"
"68","77","1162","3","38","False"
"68","95","1261","8","29","False"
"68","77","1979","9","22","False"
"68","80","1123","1","63","False"
"68","43","1580","1","11","False"
"69","74","984","10","57","False"
"69","61","492","4","40","False"
"69","86","724","6","71","False"
"69","10","1182","10","28","False"
"69","55","1203","3","45","False"
"69","10","975","5","43","False"
"70","61","1580","4","60","False"
"70","57","983","3","30","False"
"70","67","1508","10","54","False"
"70","18","1115","10","17","False"
"70","42","1049","2","42","False"
"71","50","324","9","34","False"
"71","55","1034","8","78","False"
"71","48","689","9","47","False"
"71","50","886","2","60","False"
"71","20","1266","3","53","False"
"71","89","1433","7","85","False"
"72","63","299","9","54","False"
"72","61","638","7","96","False"
"72","86","1121","2","100","False"
"72","40","1032","10","11","False"
"73","57","318","10","64","False"
"73","57","306","9","27","False"
"74","95","173","5","61","False"
"74","70","1803","8","30","False"
"74","49","444","4","51","False"
"74","18","1307","6","26","False"
"74","74","1110","6","21","False"
"74","43","1418","8","17","False"
"74","18","502","8","75","False"
"74","40","1497","9","84","False"
"75","61","92","10","48","False"
"75","95","1564","3","32","False"
"75","39","736","8","33","False"
"76","63","885","5","38","False"
"76","48","490","7","24","False"
"76","42","584","6","43","False"
"76","74","859","8","90","False"
"76","5","237","5","69","False"
"76","55","1162","2","18","False"
"76","18","1713","7","82","False"
"77","20","1424","5","67","False"
"77","40","628","9","68","False"
"77","49","1148","10","44","False"
"77","48","1033","7","18","False"
"78","74","1299","5","63","False"
"78","25","601","1","92","False"
"78","74","1465","7","96","False"
"78","55","1584","3","37","False"
"79","49","1505","7","44","False"
"79","89","1464","1","18","False"
"80","77","789","5","87","False"
"81","43","1913","5","60","False"
"81","20","1838","8","55","False"
"81","42","351","6","11","False"
"81","42","147","8","34","False"
"81","49","508","4","23","False"
"81","25","1074","10","33","False"
"81","53","64","2","14","False"
"81","53","215","3","85","False"
"81","70","1093","4","86","False"
"82","5","780","10","97","False"
"82","29","394","2","88","False"
"83","25","870","4","68","False"
"83","55","1809","8","81","False"
"83","67","1396","10","82","False"
"83","80","718","6","44","False"
"83","49","154","5","55","False"
"84","49","164","10","13","False"
"84","42","1556","7","95","False"
"84","63","1366","6","50","False"
"84","40","431","1","80","False"
"84","49","544","1","87","False"
"84","50","250","3","23","False"
"85","49","1468","5","36","False"
"85","80","431","10","100","False"
"85","57","318","5","35","False"
"85","40","206","10","40","False"
"85","40","1009","1","28","False"
"86","49","1471","3","63","False"
"86","89","1616","2","33","False"
"86","25","1864","8","55","False"
"86","63","1975","5","58","False"
"86","63","1034","6","49","False"
"86","40","1540","10","77","False"
"86","42","1742","4","54","False"
"86","55","196","9","61","False"
"86","43","1888","4","38","False"
"86","42","863","8","18","False"
"87","50","1660","10","27","False"
"87","57","783","2","83","False"
"87","48","805","8","41","False"
"87","95","181","9","10","False"
"87","5","1017","10","27","False"
"87","89","949","5","10","False"
"87","95","1917","9","54","False"
"87","67","1733","1","21","False"
"87","86","1981","9","23","False"
"88","70","551","3","73","False"
"89","18","742","10","58","False"
"89","40","1746","4","85","False"
"89","55","1738","6","64","False"
"89","20","414","5","15","False"
"89","48","1182","8","52","False"
"89","25","614","6","68","False"
"90","40","1562","6","14","False"
"90","10","1210","5","60","False"
"90","63","1254","8","51","False"
"90","95","1937","5","51","False"
"90","29","1885","5","80","False"
"90","42","1789","2","98","False"
"90","74","303","3","58","False"
"90","18","1394","10","62","False"
"91","18","1362","9","38","False"
"91","67","1630","10","37","False"
"91","40","1444","6","86","False"
"91","95","66","9","41","False"
"91","10","1930","4","63","False"
"91","95","171","1","35","False"
"91","57","444","5","73","False"
"92","42","83","9","75","False"
"92","49","1526","4","52","False"
"92","50","1121","6","62","False"
"92","43","305","1","11","False"
"93","77","1261","6","84","False"
"93","63","834","2","63","False"
"93","67","1434","7","53","False"
"93","42","530","10","99","False"
"93","5","112","8","11","False"
"93","55","731","3","32","False"
"93","67","1508","3","58","False"
"93","89","1665","9","98","False"
"94","48","464","1","57","False"
"94","10","1884","6","47","False"
"94","74","68","2","22","False"
"94","61","285","10","22","False"
"94","63","292","5","11","False"
"94","89","116","9","89","False"
"94","95","934","7","61","False"
"94","49","676","2","89","False"
"94","40","1244","2","48","False"
"94","95","946","6","24","False"
"95","30","490","8","60","False"
"95","18","1963","4","74","False"
"95","5","1671","7","30","False"
"95","80","459","7","28","False"
"95","70","1922","7","99","False"
"95","53","859","5","42","False"
"96","30","292","1","61","False"
"96","18","880","4","17","False"
"96","29","1350","7","32","False"
"96","63","1533","7","58","False"
"96","20","1638","4","22","False"
"97","67","1316","1","100","False"
"97","42","1662","5","72","False"
"97","89","1671","4","24","False"
"97","77","1136","10","29","False"
"98","29","486","6","15","False"
"98","70","1754","10","96","False"
"98","10","365","5","15","False"
"98","70","169","2","49","False"
"98","10","1218","1","31","False"
"98","42","1519","4","51","False"
"98","10","1389","4","95","False"
"98","18","1577","4","51","False"
"98","77","1808","2","39","False"
"99","89","396","1","44","False"
"99","55","1608","3","31","False"
"99","29","1441","7","19","False"
"99","50","816","10","81","False"
"99","89","805","7","62","False"
"99","67","918","1","40","False"
"99","30","1472","4","33","False"
"99","48","1862","9","57","False"
"99","55","1419","7","91","False"
"99","29","575","7","19","False"
"100","63","361","2","96","False"
"100","55","1266","1","79","False"
"100","29","1134","7","57","False"
"100","67","1531","5","14","False"
"100","95","43","7","23","False"
"101","89","580","5","11","False"
"101","86","1686","5","75","False"
"101","55","949","2","75","False"
"101","40","894","7","47","False"
"101","30","852","8","56","False"
"101","57","816","2","97","False"
"101","48","1026","3","21","False"
"101","88","407","5","13","False"
"102","10","161","5","59","False"
"102","40","145","10","67","False"
"102","86","801","1","44","False"
"102","43","142","1","66","False"
"102","80","778","5","24","False"
"102","70","1295","2","85","False"
"103","49","1328","10","84","False"
"103","25","169","4","92","False"
"103","95","1750","9","91","False"
"103","48","1396","7","99","False"
"103","70","369","7","59","False"
"103","42","1577","9","14","False"
"103","29","435","1","27","False"
"103","40","201","8","30","False"
"103","43","1559","8","27","False"
"104","89","628","2","62","False"
"104","20","1132","4","48","False"
"104","40","543","3","37","False"
"104","5","823","6","53","False"
"104","74","1426","7","93","False"
"104","95","1713","8","75","False"
"105","40","16","3","70","False"
"106","53","1706","9","31","False"
"106","80","1521","5","32","False"
"106","30","1355","8","58","False"
"106","20","1998","3","45","False"
"106","49","1468","4","11","False"
"106","86","1572","1","61","False"
"106","25","1804","5","35","False"
"106","18","426","6","70","False"
"106","80","1698","7","29","False"
"106","80","556","8","79","False"
"107","74","36","10","72","False"
"107","63","1605","2","12","False"
"107","39","543","10","58","False"
"107","55","1492","3","13","False"
"108","55","280","10","93","False"
"108","77","958","4","15","False"
"108","49","1049","9","39","False"
"109","29","1453","8","64","False"
"110","70","1390","8","58","False"
"111","89","1655","9","38","False"
"112","88","1731","4","54","False"
"112","5","1572","2","73","False"
"112","29","858","5","57","False"
"113","88","1209","9","33","False"
"114","77","849","6","74","False"
"115","30","1775","9","16","False"
"115","30","1979","2","86","False"
"115","86","1032","2","51","False"
"115","63","1703","1","17","False"
"115","20","1344","7","93","False"
"115","53","813","6","40","False"
"115","55","1885","6","60","False"
"115","70","338","1","93","False"
"115","50","1861","4","67","False"
"116","74","1896","3","56","False"
"116","5","545","8","67","False"
"116","80","1825","6","71","False"
"116","86","1912","3","90","False"
"116","20","1028","6","95","False"
"116","63","1395","10","92","False"
"117","42","160","6","77","False"
"117","53","1743","8","32","False"
"117","39","1296","8","96","False"
"117","67","1761","8","77","False"
"117","57","1062","4","11","False"
"117","25","446","1","64","False"
"117","70","1164","1","26","False"
"117","10","1973","8","98","False"
"117","43","413","4","54","False"
"117","50","1055","8","10","False"
"118","67","1079","6","98","False"
"118","39","344","6","54","False"
"118","42","1798","6","71","False"
"119","80","51","9","38","False"
"119","5","1508","1","13","False"
"119","39","1867","9","89","False"
"119","48","1058","9","71","False"
"119","61","1988","7","19","False"
"119","88","171","2","34","False"
"119","48","1914","5","34","False"
"119","70","1741","5","18","False"
"120","77","144","6","57","False"
"120","42","1390","7","27","False"
"120","5","1988","10","53","False"
"120","50","826","3","20","False"
"120","10","1750","10","49","False"
"120","40","61","4","42","False"
"121","49","859","4","47","False"
"121","86","318","4","16","False"
"121","49","656","2","39","False"
"122","88","272","1","83","False"
"122","40","705","8","85","False"
"122","25","614","10","24","False"
"122","29","801","4","97","False"
"122","95","1433","10","19","False"
"122","5","489","9","12","False"
"122","39","1284","9","34","False"
"123","10","607","7","81","False"
"123","25","1203","4","63","False"
"123","10","599","3","97","False"
"123","86","1575","7","36","False"
"123","40","1780","8","81","False"
"123","39","56","8","83","False"
"123","5","652","1","18","False"
"123","63","1102","3","80","False"
"123","20","1569","9","58","False"
"124","20","693","4","85","False"
"124","95","289","9","56","False"
"124","88","1155","8","45","False"
"124","57","59","7","53","False"
"124","86","1197","5","14","False"
"125","61","997","9","37","False"
"125","10","146","4","22","False"
"125","88","626","9","94","False"
"125","20","827","10","60","False"
"125","63","1955","3","27","False"
"125","63","965","1","64","False"
"125","74","206","3","17","False"
"126","30","1327","10","25","False"
"126","80","564","6","52","False"
"126","18","1520","4","20","False"
"126","95","201","1","93","False"
"126","86","62","4","26","False"
"127","57","1868","8","49","False"
"127","55","1129","5","32","False"
"127","43","567","1","30","False"
"127","63","1733","7","84","False"
"127","95","1813","9","59","False"
"127","30","799","3","35","False"
"128","10","1782","7","85","False"
"128","49","1789","10","95","False"
"129","5","549","2","28","False"
"129","89","1344","3","55","False"
"129","18","1724","4","81","False"
"129","30","1006","5","92","False"
"129","40","1698","10","82","False"
"129","57","698","9","56","False"
"130","48","304","1","57","False"
"130","61","418","8","41","False"
"130","40","285","3","21","False"
"131","43","304","9","62","False"
"131","67","1450","4","31","False"
"131","43","780","10","78","False"
"131","74","1898","5","61","False"
"131","88","1782","2","68","False"
"131","18","799","2","92","False"
"131","95","365","4","31","False"
"131","95","1419","6","51","False"
"131","77","1912","2","49","False"
"131","10","380","7","69","False"
"132","74","1011","8","39","False"
"132","53","795","1","53","False"
"132","55","1991","3","21","False"
"132","67","8","2","86","False"
"133","89","518","4","30","False"
"134","89","920","6","94","False"
"134","40","20","2","27","False"
"134","55","918","4","17","False"
"134","95","1235","5","46","False"
"134","53","638","10","70","False"
"134","50","728","7","13","False"
"134","63","1836","9","36","False"
"134","57","71","2","64","False"
"134","30","361","8","81","False"
"135","55","1557","4","42","False"
"135","88","1394","7","31","False"
"135","49","728","1","45","False"
"135","86","1638","8","98","False"
"136","40","269","7","33","False"
"137","5","825","7","13","False"
"137","55","921","1","81","False"
"137","50","651","1","85","False"
"137","77","880","4","20","False"
"137","42","1888","6","42","False"
"137","10","1676","5","59","False"
"137","42","1703","5","50","False"
"137","48","858","9","55","False"
"138","39","372","8","66","False"
"138","48","72","6","55","False"
"138","80","1530","8","76","False"
"138","40","1494","10","22","False"
"138","70","1761","8","69","False"
"138","25","91","4","100","False"
"139","50","1299","10","20","False"
"140","86","1064","8","95","False"
"140","86","251","7","51","False"
"140","89","1818","7","53","False"
"140","10","1562","2","15","False"
"140","55","1650","6","16","False"
"140","61","215","5","26","False"
"141","57","1942","5","53","False"
"141","89","863","6","27","False"
"141","57","281","2","75","False"
"141","95","1723","1","49","False"
"142","25","206","4","57","False"
"142","55","1658","9","16","False"
"142","74","1998","7","97","False"
"142","70","672","10","18","False"
"142","18","1108","7","26","False"
"142","20","840","8","94","False"
"142","43","1896","9","29","False"
"142","50","1104","3","92","False"
"142","29","424","4","27","False"
"143","50","1664","4","37","False"
"143","57","1121","5","74","False"
"144","74","1224","10","21","False"
"145","29","651","8","43","False"
"146","77","228","10","32","False"
"146","20","530","1","67","False"
"147","25","1200","1","18","False"
"147","89","2","7","91","False"
"147","57","757","3","36","False"
"147","39","1055","9","74","False"
"147","63","82","8","91","False"
"147","5","975","9","71","False"
"148","29","1911","7","22","False"
"148","70","707","7","60","False"
"148","70","1916","10","16","False"
"148","48","611","6","51","False"
"148","57","1950","6","79","False"
"148","50","575","7","32","False"
"149","80","269","5","48","False"
"149","50","319","1","88","False"
"149","40","438","8","98","False"
"149","43","92","5","51","False"
"149","43","1885","3","53","False"
"149","86","574","1","32","False"
"149","50","102","1","12","False"
"149","53","963","1","62","False"
"149","30","1889","3","16","False"
"149","29","1659","8","12","False"
"150","95","206","1","27","False"
"150","40","1184","7","40","False"
"150","74","629","3","76","False"
"150","39","1494","7","65","False"
"150","70","426","6","69","False"
"150","67","1749","8","32","False"
"150","88","1568","5","16","False"
"150","74","159","9","77","False"
"151","89","1641","4","60","False"
"151","50","1024","3","93","False"
"152","74","894","4","27","False"
"152","30","1300","6","53","False"
"152","42","68","7","92","False"
"152","57","1116","7","100","False"
"153","77","150","3","62","False"
"153","74","978","1","27","False"
"153","74","1266","3","29","False"
"153","18","348","2","41","False"
"153","42","1713","9","24","False"
"153","80","304","10","96","False"
"153","20","1094","5","93","False"
"154","80","1109","1","28","False"
"154","77","841","7","21","False"
"154","50","431","7","81","False"
"154","5","1409","2","53","False"
"155","80","1227","6","100","False"
"155","80","1543","5","100","False"
"155","18","1051","2","75","False"
"155","88","774","10","57","False"
"155","5","139","10","95","False"
"155","50","1559","5","77","False"
"155","53","1725","5","74","False"
"156","48","1749","1","89","False"
"156","40","1394","8","68","False"
"156","29","99","8","84","False"
"157","40","1357","6","64","False"
"158","39","553","6","98","False"
"158","10","1768","4","98","False"
"158","74","1762","1","15","False"
"158","43","365","4","71","False"
"158","10","1262","3","59","False"
"158","5","1369","5","82","False"
"158","70","746","4","17","False"
"159","95","190","3","79","False"
"159","95","1106","7","35","False"
"159","89","282","2","93","False"
"159","67","817","9","50","False"
"159","29","1887","7","64","False"
"159","63","771","6","67","False"
"159","61","818","5","50","False"
"159","30","1884","10","21","False"
"159","30","62","2","72","False"
"160","70","125","2","54","False"
"160","40","818","2","76","False"
"160","88","1273","5","89","False"
"160","43","1398","4","91","False"
"160","95","830","8","61","False"
"160","86","39","10","34","False"
"160","89","752","2","55","False"
"160","18","351","3","80","False"
"160","74","1025","2","15","False"
"161","53","581","10","21","False"
"161","57","1904","6","16","False"
"161","95","820","5","33","False"
"161","89","1316","1","66","False"
"161","18","280","2","23","False"
"161","50","82","1","36","False"
"161","80","1262","1","63","False"
"161","43","71","1","32","False"
"161","89","1116","10","54","False"
"162","53","1705","2","91","False"
"163","86","965","1","95","False"
"163","18","1025","3","81","False"
"163","63","126","1","70","False"
"163","80","1076","6","51","False"
"163","48","1762","9","55","False"
"163","67","1782","10","10","False"
"163","88","1927","6","68","False"
"163","29","582","6","50","False"
"164","67","1975","9","17","False"
"164","55","381","4","21","False"
"164","49","983","2","92","False"
"165","42","673","2","41","False"
"165","67","1767","7","53","False"
"165","74","659","4","42","False"
"165","29","417","10","68","False"
"165","5","534","4","31","False"
"166","40","1931","9","91","False"
"166","57","155","4","99","False"
"166","53","1585","2","31","False"
"166","80","1429","1","95","False"
"166","48","883","3","48","False"
"166","30","6","4","98","False"
"166","30","542","2","28","False"
"167","25","1708","9","71","False"
"167","80","551","10","84","False"
"167","55","101","6","79","False"
"167","61","920","5","57","False"
"167","95","499","8","83","False"
"168","49","686","6","63","False"
"168","57","325","2","78","False"
"168","67","324","2","57","False"
"168","86","1166","5","45","False"
"168","10","1232","2","62","False"
"168","39","1074","1","10","False"
"169","86","161","6","18","False"
"169","61","1754","10","31","False"
"169","25","840","1","47","False"
"169","18","659","2","51","False"
"169","86","310","2","29","False"
"169","49","926","3","16","False"
"169","63","776","2","45","False"
"170","30","290","5","71","False"
"170","43","1222","1","60","False"
"170","86","113","4","39","False"
"170","43","1390","8","20","False"
"170","29","1675","2","82","False"
"170","42","56","10","97","False"
"170","53","196","4","35","False"
"170","29","1533","6","40","False"
"170","70","1316","7","90","False"
"170","5","816","2","71","False"
"171","80","365","5","64","False"
"171","49","1135","6","21","False"
"171","48","1062","1","62","False"
"172","10","572","2","27","False"
"172","89","304","8","24","False"
"172","57","970","3","76","False"
"172","20","1919","2","96","False"
"172","30","567","3","15","False"
"173","70","971","9","45","False"
"173","89","1409","5","92","False"
"173","86","620","4","77","False"
"174","61","728","6","56","False"
"174","43","1331","7","45","False"
"174","49","549","2","84","False"
"174","42","1821","3","93","False"
"174","5","749","3","19","False"
"175","77","1991","5","59","False"
"175","5","1530","6","68","False"
"175","67","1582","2","92","False"
"175","48","330","7","21","False"
"175","30","1382","1","21","False"
"175","61","820","7","37","False"
"175","49","1295","4","38","False"
"175","18","901","8","70","False"
"176","43","1514","8","91","False"
"176","70","685","5","95","False"
"177","25","864","9","58","False"
"177","63","930","7","38","False"
"177","25","1988","10","28","False"
"177","55","1423","10","84","False"
"177","18","1849","5","88","False"
"177","5","1019","4","34","False"
"177","43","779","6","55","False"
"178","67","702","4","94","False"
"178","55","1299","3","36","False"
"178","88","1992","4","19","False"
"178","74","1028","1","45","False"
"178","10","1854","4","13","False"
"178","55","1184","9","45","False"
"178","80","36","10","43","False"
"178","5","560","7","33","False"
"179","70","375","2","22","False"
"179","67","389","1","19","False"
"179","42","664","4","43","False"
"179","77","590","2","48","False"
"179","30","548","10","14","False"
"179","29","1868","4","20","False"
"179","80","1763","4","98","False"
