"6","90","1159","9","12.03","True","2023-07-20 07:20:45"
"6","9","550","9","49.88","True","2023-07-31 16:07:24"
"6","45","722","7","74.96","True","2023-07-26 04:16:53"
"7","86","1522","4","39.11","True","2023-05-10 13:52:23"
"7","17","1006","3","14.45","True","2023-05-06 08:57:42"
"7","51","1891","8","69.50","True","2023-05-12 02:29:03"
"7","86","23","8","14.90","True","2023-05-08 21:50:22"
"7","17","804","9","54.15","True","2023-05-04 12:01:32"
"7","1","643","3","20.96","True","2023-05-07 01:10:13"
"7","13","1630","3","12.24","True","2023-05-04 16:59:09"
"7","17","1712","5","67.32","True","2023-05-11 13:30:07"
"7","16","11","8","40.71","True","2023-05-06 16:25:51"
"7","25","1505","8","85.23","True","2023-04-30 19:58:06"
"8","49","1659","2","77.55","True","2023-05-09 12:27:49"
"8","31","944","1","52.70","True","2023-05-17 02:59:42"
"8","45","523","4","65.10","True","2023-05-20 12:20:03"
"8","1","1017","2","59.47","True","2023-05-09 18:25:18"
"8","60","13","5","62.34","True","2023-05-14 03:44:03"
"8","86","513","4","62.14","True","2023-05-10 04:57:05"
"8","90","1273","10","68.03","True","2023-05-07 14:47:21"
"8","88","856","1","29.81","True","2023-05-11 17:59:54"
"8","25","719","1","94.33","True","2023-05-10 10:52:52"
"9","16","325","7","77.39","True","2023-06-14 19:03:57"
"9","22","1512","1","51.21","True","2023-06-18 09:09:18"
"9","9","1711","10","69.36","True","2023-06-08 08:00:29"
"9","18","1832","9","84.03","True","2023-06-17 21:15:21"
"9","60","1362","8","60.14","True","2023-06-12 03:40:18"
"9","88","176","10","23.85","True","2023-06-21 05:10:46"
"9","90","1031","10","37.26","True","2023-06-15 23:29:13"
"9","49","122","10","70.03","True","2023-06-12 22:43:31"
"10","87","1734","6","98.17","True","2023-06-23 14:26:37"
"10","18","291","6","82.15","True","2023-06-23 08:47:08"
"11","40","477","5","67.77","True","2023-11-02 04:15:39"
"11","40","1977","9","88.62","True","2023-10-30 16:43:42"
"11","40","245","3","23.72","True","2023-10-29 02:20:37"
"12","20","418","4","17.73","True","2023-09-12 17:23:27"
"12","17","880","10","65.59","True","2023-09-13 01:41:33"
"12","88","106","7","43.84","True","2023-09-09 14:56:18"
"12","86","401","9","72.71","True","2023-09-03 21:39:42"
"12","22","235","10","81.23","True","2023-09-15 15:48:42"
"12","97","1887","4","95.98","True","2023-09-04 03:18:04"
"12","87","517","10","12.68","True","2023-09-05 18:14:24"
"12","16","1859","8","100.00","True","2023-09-14 09:46:01"
"13","97","1490","2","90.49","True","2023-06-21 04:04:04"
"13","31","1001","6","22.39","True","2023-06-12 02:41:43"
"13","33","1176","3","69.86","True","2023-06-20 11:26:12"
"13","40","1483","6","37.30","True","2023-06-10 11:07:58"
"13","87","166","3","48.03","True","2023-06-09 17:58:07"
"13","97","733","5","55.01","True","2023-06-14 18:33:19"
"14","40","301","6","24.84","True","2023-11-28 16:10:20"
"14","17","605","2","41.66","True","2023-11-30 17:26:25"
"14","89","1131","9","46.32","True","2023-12-02 01:37:50"
"14","90","608","8","34.72","True","2023-12-02 11:31:03"
"14","33","527","1","45.83","True","2023-11-30 04:14:30"
"14","25","1476","5","73.91","True","2023-11-23 03:26:51"
"14","43","1671","9","57.01","True","2023-12-02 16:55:23"
"14","43","1756","5","84.79","True","2023-11-28 17:52:23"
"14","86","852","3","25.28","True","2023-12-03 16:05:20"
"15","60","190","9","42.30","True","2023-11-15 17:59:10"
"15","9","217","8","70.75","True","2023-11-06 17:04:40"
"15","88","514","6","60.93","True","2023-11-05 02:05:21"
"15","17","715","2","68.58","True","2023-11-15 21:23:59"
"15","86","1260","5","91.18","True","2023-11-04 11:06:10"
"15","90","604","3","44.44","True","2023-11-09 00:41:56"
"16","41","111","2","15.03","True","2023-10-09 14:32:35"
"17","33","1099","8","60.98","True","2023-03-26 21:17:31"
"17","9","413","4","65.61","True","2023-04-01 03:45:04"
"17","73","506","5","64.29","True","2023-03-29 22:00:26"
"17","40","1254","2","72.81","True","2023-04-01 05:30:30"
"17","45","831","3","72.42","True","2023-03-25 22:33:19"
"17","13","924","9","57.56","True","2023-03-24 06:31:53"
"17","51","998","1","72.26","True","2023-04-03 06:24:01"
"17","46","771","7","45.66","True","2023-04-01 01:18:37"
"17","1","1724","4","33.77","True","2023-03-28 23:07:10"
"17","33","1796","4","45.73","True","2023-04-03 07:30:22"
"18","97","1149","1","13.83","True","2023-02-18 00:06:34"
"18","9","1303","3","87.32","True","2023-02-25 15:07:42"
"18","87","804","4","24.70","True","2023-02-17 17:27:06"
"18","20","1260","9","100.00","True","2023-02-26 09:20:11"
"18","15","1891","7","73.15","True","2023-02-26 15:01:52"
"18","40","167","5","65.49","True","2023-02-21 03:01:51"
"18","41","479","3","85.33","True","2023-02-19 00:36:04"
"18","1","1669","9","36.28","True","2023-02-27 02:09:13"
"18","41","739","9","16.22","True","2023-02-20 15:04:59"
"19","40","1091","8","40.35","True","2023-08-29 21:30:37"
"19","51","1070","3","76.52","True","2023-09-01 21:55:32"
"19","86","1791","3","89.01","True","2023-09-06 15:25:28"
"19","97","1179","9","74.38","True","2023-09-03 05:48:59"
"19","33","1487","1","57.79","True","2023-08-31 17:09:29"
"19","87","171","7","40.06","True","2023-09-02 15:58:34"
"19","13","819","7","11.90","True","2023-09-02 05:24:44"
"19","86","1235","4","56.91","True","2023-09-05 19:16:31"
"19","59","741","7","92.87","True","2023-09-11 03:56:19"
"20","17","1304","7","84.34","True","2023-02-24 04:31:29"
"20","49","660","5","90.11","True","2023-02-21 12:43:18"
"20","33","783","8","85.14","True","2023-02-20 22:48:47"
"20","89","1098","5","20.61","True","2023-02-25 10:14:39"
"20","59","1945","5","59.07","True","2023-02-19 15:23:49"
"20","97","914","3","59.90","True","2023-02-25 12:49:33"
"20","41","939","7","46.37","True","2023-02-16 16:25:53"
"20","87","201","5","19.35","True","2023-02-19 06:33:52"
"20","31","78","4","78.36","True","2023-02-13 15:45:30"
"20","51","903","1","56.76","True","2023-02-17 18:05:21"
"21","86","1345","8","48.09","True","2023-02-27 07:10:11"
"21","31","1484","8","93.16","True","2023-02-25 09:53:23"
"21","90","359","1","10.98","True","2023-02-25 23:17:36"
"21","40","914","4","85.28","True","2023-02-24 15:13:36"
"21","73","75","9","52.31","True","2023-03-01 05:41:40"
"21","51","905","6","35.03","True","2023-02-27 07:51:29"
"21","46","1789","7","96.00","True","2023-02-21 13:47:14"
"21","13","179","1","21.23","True","2023-02-22 07:08:59"
"21","13","1117","3","37.10","True","2023-02-19 04:05:05"
"21","25","843","5","82.21","True","2023-02-24 13:17:54"
"22","89","0","1","39.22","True","2023-11-16 11:22:49"
"22","17","1827","7","93.43","True","2023-11-11 04:15:35"
"22","90","471","9","50.26","True","2023-11-08 23:26:34"
"22","18","447","8","44.72","True","2023-11-07 00:05:42"
"22","86","102","5","30.37","True","2023-11-05 00:52:36"
"22","49","1837","9","91.53","True","2023-11-04 19:08:04"
"23","90","1247","10","20.21","True","2023-02-11 17:36:58"
"23","43","1628","10","59.03","True","2023-02-13 17:41:55"
"23","60","72","7","54.95","True","2023-02-08 13:27:18"
"23","22","1930","9","32.91","True","2023-02-18 08:17:53"
"23","45","1310","5","25.26","True","2023-02-17 20:51:42"
"23","49","1844","9","79.51","True","2023-02-12 11:23:45"
"23","25","1347","6","17.17","True","2023-02-19 04:05:11"
"23","59","1475","9","71.55","True","2023-02-14 09:58:45"
"23","45","522","7","12.27","True","2023-02-10 17:41:34"
"24","59","1538","9","82.08","True","2023-10-12 16:19:22"
"24","97","1075","7","56.52","True","2023-10-13 01:14:56"
"24","90","591","4","85.56","True","2023-10-13 22:51:47"
"24","22","1059","6","74.66","True","2023-10-16 18:37:56"
"24","41","1833","1","46.24","True","2023-10-07 19:35:52"
"24","1","969","2","53.59","True","2023-10-12 02:01:36"
"24","41","161","3","56.91","True","2023-10-15 16:05:49"
"24","90","529","10","32.56","True","2023-10-10 23:15:39"
"24","18","1814","7","48.76","True","2023-10-14 02:41:53"
"25","49","1323","10","13.83","True","2023-04-14 17:45:39"
"25","41","209","1","15.78","True","2023-04-09 20:18:36"
"25","73","969","10","73.75","True","2023-04-12 04:17:42"
"25","22","258","1","30.12","True","2023-04-01 21:11:37"
"25","87","1746","10","70.86","True","2023-04-07 10:23:32"
"25","97","1420","6","35.46","True","2023-04-13 11:24:27"
"25","88","534","4","92.69","True","2023-04-15 15:02:41"
"25","73","1522","2","36.85","True","2023-04-03 15:35:47"
"25","17","66","4","39.58","True","2023-04-08 08:17:27"
"25","88","1005","7","64.38","True","2023-04-02 00:43:57"
"26","89","1454","10","85.76","True","2023-01-07 03:34:07"
"26","89","1171","8","100.00","True","2023-01-04 11:51:46"
"26","31","765","10","46.21","True","2022-12-31 01:07:42"
"26","18","1902","9","98.17","True","2023-01-02 23:11:44"
"26","20","722","3","34.73","True","2022-12-26 06:06:15"
"26","97","1247","4","43.02","True","2022-12-25 20:32:36"
"26","31","1798","7","46.14","True","2023-01-07 10:16:36"
"26","90","687","2","84.38","True","2022-12-26 20:54:12"
"26","87","1193","7","14.11","True","2022-12-26 00:54:48"
"26","18","259","5","91.58","True","2022-12-29 19:16:07"
"27","25","1572","6","83.84","True","2023-04-20 11:44:46"
"27","51","1472","7","18.09","True","2023-04-12 04:09:12"
"28","18","1439","8","40.55","True","2023-04-24 09:58:50"
"28","49","1298","8","93.35","True","2023-04-26 16:42:15"
"28","43","85","9","11.31","True","2023-05-01 19:06:31"
"28","15","1914","5","47.31","True","2023-04-23 00:33:11"
"28","46","902","8","83.12","True","2023-05-02 00:37:48"
"28","20","1300","9","39.66","True","2023-05-06 05:59:43"
"28","9","605","4","27.28","True","2023-04-29 02:23:40"
"28","51","1616","8","57.26","True","2023-05-04 19:38:11"
"28","89","1043","2","39.66","True","2023-04-25 01:37:30"
"29","18","50","10","81.07","True","2023-10-22 19:17:59"
"29","31","843","1","52.77","True","2023-10-16 00:50:15"
"29","1","1139","5","51.83","True","2023-10-09 19:22:07"
"29","18","812","8","30.33","True","2023-10-20 08:34:31"
"29","16","930","10","48.20","True","2023-10-12 00:00:56"
"29","59","1770","9","16.60","True","2023-10-22 08:33:45"
"29","86","896","6","81.89","True","2023-10-19 20:16:57"
"29","88","1484","9","26.15","True","2023-10-13 06:45:12"
"29","41","1418","2","54.12","True","2023-10-19 19:29:53"
"30","18","1171","8","82.83","True","2023-05-18 09:28:28"
"30","9","24","2","53.45","True","2023-05-15 09:17:13"
"30","16","1789","10","57.24","True","2023-05-19 10:16:37"
"30","15","180","7","58.68","True","2023-05-21 21:00:55"
"30","49","1284","2","13.39","True","2023-05-24 11:00:50"
"30","97","698","1","69.07","True","2023-05-21 17:54:09"
"31","41","1283","1","57.44","True","2023-03-31 01:52:54"
"31","43","235","3","68.84","True","2023-04-04 12:34:09"
"31","31","1896","1","40.48","True","2023-03-31 00:27:30"
"31","60","1227","8","52.99","True","2023-03-26 20:41:11"
"32","51","897","10","20.41","True","2023-03-27 19:12:15"
"32","18","997","6","35.35","True","2023-03-30 15:08:58"
"32","95","1559","9","67.74","True","2023-03-31 06:23:09"
"32","49","1329","7","61.07","True","2023-04-08 18:59:33"
"33","86","1791","3","60.57","True","2023-09-09 03:26:19"
"33","90","188","1","80.26","True","2023-09-08 15:02:25"
"33","15","1751","1","24.28","True","2023-09-02 04:31:08"
"33","60","57","9","20.16","True","2023-09-10 07:00:58"
"33","86","420","3","21.05","True","2023-09-07 07:02:05"
"33","59","1522","1","31.10","True","2023-09-08 19:24:23"
"33","90","1376","8","36.81","True","2023-09-04 14:07:28"
"33","45","122","9","47.54","True","2023-09-03 18:37:29"
"33","33","1375","8","84.77","True","2023-09-12 12:05:26"
"34","59","909","5","23.31","True","2023-10-10 07:24:10"
"34","46","1371","6","84.22","True","2023-10-04 03:52:20"
"34","46","482","6","14.78","True","2023-10-01 19:34:25"
"34","43","346","10","18.17","True","2023-10-05 21:02:05"
"34","22","1935","10","39.80","True","2023-10-10 00:40:41"
"34","97","1322","3","65.14","True","2023-10-01 23:11:27"
"35","51","1439","2","100.00","True","2023-02-21 23:38:10"
"35","41","1802","9","29.70","True","2023-02-17 14:10:21"
"35","22","882","1","98.95","True","2023-03-02 02:47:43"
"35","43","1545","9","80.98","True","2023-02-26 14:32:49"
"36","46","819","7","97.63","True","2022-12-29 01:05:22"
"36","51","1227","7","23.88","True","2022-12-24 02:05:26"
"36","17","36","6","46.44","True","2022-12-27 18:33:03"
"36","9","1289","10","59.65","True","2022-12-22 08:38:23"
"36","46","1589","6","70.97","True","2022-12-19 19:02:54"
"36","88","1751","8","64.92","True","2022-12-26 19:44:47"
"36","88","597","1","78.59","True","2022-12-21 12:42:29"
"36","13","1451","7","13.93","True","2022-12-17 18:40:29"
"36","73","1289","1","72.81","True","2022-12-25 02:02:39"
"36","22","1125","4","31.45","True","2022-12-27 03:07:42"
"37","45","899","8","54.51","True","2023-04-13 11:32:11"
"37","40","1217","4","33.75","True","2023-04-10 12:32:13"
"37","25","607","10","50.96","True","2023-04-05 00:23:34"
"37","87","777","3","17.42","True","2023-04-10 03:52:38"
"37","22","399","3","91.76","True","2023-04-09 21:19:40"
"37","1","1183","3","67.95","True","2023-04-08 08:26:21"
"37","46","1307","1","71.73","True","2023-04-11 11:18:08"
"38","60","1279","3","71.44","True","2023-02-03 07:19:33"
"38","59","147","8","91.45","True","2023-02-14 08:39:42"
"38","89","221","5","69.90","True","2023-02-12 08:40:46"
"38","51","497","4","100.00","True","2023-02-01 03:23:03"
"38","13","473","7","59.65","True","2023-02-10 04:27:28"
"39","46","1565","1","74.51","True","2023-02-28 20:10:53"
"39","41","1812","7","28.65","True","2023-03-02 17:56:47"
"39","45","248","9","59.86","True","2023-03-04 18:37:35"
"39","90","245","5","88.24","True","2023-03-02 12:35:17"
"39","17","1638","6","43.68","True","2023-03-03 04:56:30"
"39","45","1358","9","51.72","True","2023-03-05 09:41:48"
"39","90","1660","8","28.33","True","2023-02-25 09:18:56"
"39","13","137","1","54.50","True","2023-03-10 04:25:16"
"39","43","108","1","84.39","True","2023-03-01 10:41:01"
"39","59","1297","8","80.53","True","2023-03-05 19:05:22"
"40","86","1345","9","97.62","True","2023-09-11 12:11:55"
"40","59","1677","3","77.43","True","2023-09-01 22:25:14"
"41","46","1874","3","26.41","True","2023-11-16 14:05:58"
"41","18","1638","4","88.35","True","2023-11-20 18:23:30"
"41","49","1247","2","53.64","True","2023-11-23 18:37:27"
"41","88","1493","3","20.19","True","2023-11-22 03:48:25"
"41","18","169","4","83.57","True","2023-11-17 02:36:02"
"41","73","1307","8","77.20","True","2023-11-28 09:25:02"
"41","95","624","5","48.21","True","2023-11-19 00:35:54"
"41","17","246","8","70.00","True","2023-11-29 08:12:42"
"41","25","1262","8","65.92","True","2023-11-27 00:15:56"
"42","40","1882","8","80.38","True","2023-08-22 09:04:37"
"42","89","1142","8","63.49","True","2023-08-23 07:51:57"
"42","73","1052","2","74.04","True","2023-08-25 07:53:31"
"42","20","555","4","25.00","True","2023-08-23 16:16:23"
"42","22","1596","2","44.30","True","2023-08-28 06:21:30"
"42","20","135","9","36.81","True","2023-08-16 13:51:34"
"42","15","636","1","73.54","True","2023-08-28 21:29:14"
"43","33","1566","10","46.60","True","2023-05-06 02:09:38"
"43","73","1522","7","50.03","True","2023-05-08 19:13:56"
"43","43","479","2","31.04","True","2023-05-08 23:01:33"
"43","43","1918","1","24.69","True","2023-05-06 20:32:50"
"43","33","1718","4","36.53","True","2023-05-09 04:55:14"
"43","97","1192","3","36.19","True","2023-05-13 15:21:32"
"43","45","1444","10","78.09","True","2023-05-12 14:09:31"
"43","9","644","5","36.63","True","2023-05-09 22:20:07"
"44","43","965","6","97.75","True","2022-12-28 16:19:08"
"44","40","581","6","87.52","True","2022-12-23 19:17:22"
"44","18","447","7","33.48","True","2022-12-29 17:28:21"
"45","9","345","5","55.86","True","2023-05-14 12:56:47"
"45","73","317","9","64.56","True","2023-05-12 22:09:09"
"45","95","1795","6","57.47","True","2023-05-13 23:28:58"
"45","89","1275","8","30.06","True","2023-05-02 21:15:51"
"45","90","216","3","39.82","True","2023-05-12 01:51:56"
"45","1","52","8","68.44","True","2023-05-13 16:57:26"
"45","43","364","4","84.63","True","2023-05-06 12:45:31"
"45","1","285","1","98.36","True","2023-05-05 09:04:49"
"46","60","714","1","89.48","True","2023-05-09 02:01:30"
"46","33","1489","1","88.30","True","2023-05-11 19:45:35"
"46","25","1396","6","72.61","True","2023-05-15 10:08:28"
"46","43","1293","6","35.40","True","2023-05-11 09:14:01"
"47","90","1395","4","27.06","True","2023-08-26 03:36:01"
"47","31","1104","8","99.02","True","2023-08-26 04:02:26"
"47","95","436","8","87.63","True","2023-09-01 01:05:24"
"47","43","25","9","17.80","True","2023-09-02 06:21:41"
"47","51","823","9","22.55","True","2023-09-06 21:07:16"
"48","87","1434","2","73.43","True","2023-03-09 02:59:09"
"48","22","212","4","89.58","True","2023-03-06 22:06:44"
"48","31","0","5","66.27","True","2023-03-16 02:46:46"
"48","88","216","2","32.55","True","2023-03-14 23:48:25"
"48","86","65","2","12.12","True","2023-03-09 19:12:18"
"48","25","0","9","63.42","True","2023-03-13 08:43:55"
"48","49","1971","9","59.14","True","2023-03-08 15:34:56"
"48","46","1762","3","58.33","True","2023-03-12 03:44:01"
"49","9","552","5","84.38","True","2023-05-17 00:57:33"
"49","90","585","10","60.39","True","2023-05-09 17:17:52"
"50","18","834","8","84.04","True","2023-08-01 01:47:28"
"50","51","973","10","21.13","True","2023-08-03 01:54:12"
"51","97","1533","2","16.58","True","2023-04-04 00:05:27"
"51","41","268","7","56.77","True","2023-04-06 08:09:37"
"51","95","1886","7","49.26","True","2023-04-07 22:02:40"
"51","18","1931","4","75.81","True","2023-04-02 08:00:25"
"51","20","856","2","65.05","True","2023-04-12 09:23:09"
"51","87","1206","4","97.58","True","2023-04-05 19:24:31"
"51","88","1973","3","69.25","True","2023-03-31 18:08:45"
"51","16","1043","9","95.95","True","2023-04-06 16:23:40"
"51","31","1874","1","19.74","True","2023-04-07 03:29:04"
"51","86","1104","9","30.43","True","2023-04-12 20:58:50"
"52","86","587","3","64.20","True","2023-01-22 12:31:48"
"52","43","1347","8","52.45","True","2023-01-25 02:38:17"
"53","17","347","4","21.16","True","2023-11-19 03:59:24"
"53","18","333","7","28.30","True","2023-11-25 06:54:05"
"53","90","880","6","40.69","True","2023-11-25 06:17:07"
"53","86","1136","8","64.40","True","2023-11-21 22:01:25"
"53","17","176","2","69.21","True","2023-11-13 01:24:12"
"53","15","1095","4","40.56","True","2023-11-25 05:54:47"
"53","95","49","4","76.63","True","2023-11-19 11:56:59"
"53","90","1225","8","20.28","True","2023-11-13 16:21:45"
"54","95","1429","1","86.91","True","2023-07-28 22:24:44"
"54","45","339","5","10.34","True","2023-07-22 19:52:06"
"54","87","416","2","43.85","True","2023-07-30 03:37:38"
"54","18","561","2","42.19","True","2023-07-23 05:22:52"
"55","16","162","2","87.33","True","2023-01-11 04:57:45"
"55","41","1314","4","85.13","True","2023-01-11 23:26:19"
"56","13","174","9","60.65","True","2023-04-03 04:15:24"
"56","59","482","9","55.62","True","2023-03-30 22:34:16"
"57","1","780","5","84.85","True","2023-02-08 06:43:27"
"57","20","1037","3","95.48","True","2023-02-08 01:22:04"
"57","73","1072","3","100.00","True","2023-02-02 07:02:55"
"57","59","1827","6","55.18","True","2023-02-12 21:47:20"
"58","20","787","7","64.78","True","2023-02-26 14:55:43"
"59","17","1851","4","64.06","True","2023-04-30 14:42:51"
"59","95","861","10","23.35","True","2023-04-23 05:51:34"
"60","88","1866","1","74.21","True","2023-07-29 05:14:27"
"61","40","800","4","75.35","True","2023-03-24 13:26:41"
"61","9","1623","7","98.05","True","2023-03-24 14:05:32"
"61","90","1269","1","39.06","True","2023-03-28 10:16:12"
"61","87","404","7","45.12","True","2023-03-31 14:52:19"
"61","31","1972","1","20.54","True","2023-03-22 22:35:01"
"61","86","1413","6","83.70","True","2023-03-31 05:01:46"
"62","88","1952","6","69.06","True","2023-07-10 00:27:52"
"62","87","1532","1","49.09","True","2023-07-09 05:50:45"
"62","41","1420","7","30.71","True","2023-07-07 03:33:34"
"62","73","1075","8","21.68","True","2023-07-12 00:08:30"
"62","89","1565","10","27.16","True","2023-07-08 03:35:55"
"62","95","1094","2","36.13","True","2023-07-03 20:29:57"
"62","17","1624","10","27.22","True","2023-07-09 08:10:56"
"62","87","259","1","10.18","True","2023-07-13 07:21:26"
"63","51","361","8","54.89","True","2023-11-14 06:46:33"
"63","90","428","1","99.76","True","2023-11-11 03:09:14"
"64","41","507","2","14.80","True","2023-12-01 04:32:57"
"64","87","1342","4","29.39","True","2023-11-27 08:33:45"
"64","17","824","10","96.19","True","2023-11-22 21:12:20"
"65","90","1742","6","40.53","True","2023-02-14 23:49:05"
"65","17","1746","9","41.83","True","2023-02-22 05:21:58"
"65","95","1630","1","38.35","True","2023-02-22 11:01:43"
"65","20","254","2","38.98","True","2023-02-20 14:54:01"
"65","95","514","10","14.91","True","2023-02-22 22:55:35"
"65","87","653","10","58.56","True","2023-02-14 13:58:25"
"65","88","1683","6","23.91","True","2023-02-12 18:22:44"
"65","86","412","2","22.04","True","2023-02-19 00:16:16"
"66","16","387","1","86.02","True","2023-08-31 20:08:39"
"66","46","930","2","55.04","True","2023-09-04 18:24:30"
"66","18","1223","3","43.47","True","2023-09-10 02:54:33"
"66","86","1300","5","27.26","True","2023-09-05 15:39:53"
"66","89","784","2","25.88","True","2023-09-05 19:33:24"
"66","97","1609","5","55.81","True","2023-09-03 23:38:34"
"67","59","1131","5","21.20","True","2023-03-23 08:52:08"
"67","20","1251","6","94.96","True","2023-03-30 09:16:17"
"67","46","14","3","37.11","True","2023-03-31 17:04:48"
"67","51","293","4","49.67","True","2023-03-29 15:29:04"
"67","86","287","7","56.14","True","2023-03-28 08:27:18"
"67","46","414","9","83.91","True","2023-03-29 00:01:01"
"67","17","420","2","93.23","True","2023-03-23 11:41:07"
"67","45","536","4","95.10","True","2023-03-21 12:03:55"
"67","41","997","8","25.74","True","2023-03-21 01:26:45"
"67","18","100","4","53.21","True","2023-03-20 01:29:03"
"68","22","737","8","18.56","True","2023-08-08 16:51:49"
"68","1","804","2","80.82","True","2023-08-04 05:51:07"
"68","45","146","7","30.30","True","2023-08-07 20:58:31"
"68","16","1989","10","34.81","True","2023-07-31 14:42:21"
"68","33","140","9","65.82","True","2023-08-01 00:55:07"
"68","22","1404","2","11.44","True","2023-08-10 00:57:20"
"69","88","1890","8","73.61","True","2023-04-15 17:12:01"
"69","13","812","9","14.80","True","2023-04-12 20:24:06"
"69","25","666","6","51.93","True","2023-04-05 10:20:10"
"69","49","174","2","48.37","True","2023-04-18 09:48:00"
"69","43","1036","8","68.54","True","2023-04-18 11:37:15"
"69","49","1112","1","98.59","True","2023-04-14 19:49:54"
"69","51","1440","8","72.71","True","2023-04-15 07:31:28"
"69","43","1539","5","24.18","True","2023-04-04 18:23:31"
"70","51","1288","3","74.72","True","2023-04-26 15:52:24"
"70","16","1270","8","34.03","True","2023-04-30 03:02:41"
"70","18","308","1","48.38","True","2023-04-19 18:55:13"
"70","40","1019","3","48.66","True","2023-04-22 15:02:21"
"70","95","886","4","12.65","True","2023-04-23 13:15:49"
"70","49","260","4","89.04","True","2023-04-19 22:06:42"
"70","51","371","4","45.11","True","2023-04-26 22:28:44"
"70","17","414","2","19.33","True","2023-04-25 09:31:17"
"71","1","647","1","70.22","True","2023-05-13 23:33:14"
"71","20","1311","8","16.52","True","2023-05-12 07:56:45"
"71","22","1034","10","32.31","True","2023-05-16 11:40:49"
"71","59","969","3","66.55","True","2023-05-10 06:03:54"
"71","97","286","4","88.78","True","2023-05-11 08:55:53"
"71","15","1775","4","11.74","True","2023-05-09 18:46:49"
"72","1","1423","4","41.84","True","2023-03-10 10:10:14"
"72","51","234","2","49.84","True","2023-03-05 12:29:38"
"73","33","1214","2","75.12","True","2023-11-28 10:48:52"
"73","40","1846","1","39.39","True","2023-11-20 06:49:15"
"73","1","502","9","86.59","True","2023-11-21 12:58:05"
"73","17","417","6","24.83","True","2023-12-01 08:38:36"
"73","18","364","10","87.30","True","2023-11-20 02:06:27"
"74","45","348","7","52.50","True","2023-08-11 14:11:53"
"74","90","967","3","84.75","True","2023-08-09 08:42:31"
"74","59","1848","9","49.27","True","2023-08-01 15:34:32"
"74","86","1202","5","97.73","True","2023-08-05 17:37:50"
"74","41","979","1","11.57","True","2023-08-10 00:46:00"
"74","90","1285","4","77.41","True","2023-08-04 08:38:10"
"74","49","1031","3","74.65","True","2023-07-29 07:23:17"
"74","1","1760","2","12.03","True","2023-08-01 19:56:22"
"75","73","1755","3","61.72","True","2023-09-16 09:02:50"
"75","87","1045","8","72.39","True","2023-09-13 09:49:17"
"75","73","209","2","29.54","True","2023-09-19 14:40:23"
"75","60","1436","9","30.73","True","2023-09-09 09:33:48"
"75","43","533","7","97.10","True","2023-09-06 12:05:49"
"75","89","1827","5","51.67","True","2023-09-05 23:11:34"
"76","22","1713","9","31.32","True","2023-08-02 19:41:19"
"76","1","1395","7","85.51","True","2023-08-13 21:40:35"
"76","89","70","4","98.54","True","2023-08-11 17:48:37"
"76","9","1020","10","76.74","True","2023-08-09 10:15:18"
"77","45","1471","1","82.42","True","2023-01-01 16:31:22"
"77","17","900","4","13.39","True","2022-12-22 16:59:49"
"77","41","1919","9","47.11","True","2022-12-30 22:19:15"
"77","43","1789","2","78.11","True","2022-12-27 13:15:56"
"77","90","601","7","27.05","True","2022-12-21 04:17:29"
