"74","67","1859","7","70"
"75","51","1662","4","53"
"75","5","608","9","68"
"76","98","338","8","28"
"76","86","1831","2","30"
"76","86","1024","3","20"
"76","70","783","2","86"
"76","46","1664","1","54"
"76","46","879","9","48"
"76","26","630","10","27"
"76","64","1309","2","34"
"77","89","60","5","24"
"77","79","279","10","91"
"77","70","1723","2","53"
"77","79","1290","7","77"
"77","66","281","5","69"
"77","44","1503","2","38"
"78","99","1322","10","95"
"78","9","1621","9","39"
"78","5","1258","1","76"
"79","44","82","7","41"
"79","51","1031","4","87"
"79","67","628","8","60"
"79","31","809","9","83"
"79","35","969","7","34"
"80","66","66","3","54"
"80","70","442","1","40"
"80","70","58","5","41"
"80","31","964","9","52"
"80","9","1481","1","62"
"80","25","1211","2","67"
"80","9","1526","3","36"
"80","12","1332","1","95"
"81","81","351","8","77"
"81","46","908","3","98"
"81","67","388","4","85"
"81","86","1076","8","42"
"82","5","234","6","26"
"82","14","1410","10","72"
"82","44","77","7","84"
"82","44","1852","6","28"
"83","14","1208","8","47"
"83","35","1183","10","39"
"83","84","1246","1","55"
"83","12","1536","3","88"
"83","44","174","5","76"
"83","16","344","7","27"
"83","96","1240","3","39"
"83","16","1332","1","53"
"83","84","649","7","57"
"83","16","1897","8","44"
"84","98","1609","6","36"
"84","25","211","1","11"
"84","79","272","6","81"
"84","99","372","5","53"
"84","54","1089","4","20"
"84","46","1484","6","95"
"84","64","1004","6","99"
"84","5","1822","2","86"
"85","29","1226","3","79"
"85","9","1056","7","66"
"85","16","1252","3","63"
"85","14","8","3","69"
"85","99","1520","7","95"
"86","12","1816","6","88"
"86","86","1578","10","78"
"86","17","500","8","91"
"86","70","1683","1","12"
"86","35","1689","3","22"
"86","5","829","5","62"
"86","99","1226","1","73"
"87","14","1738","7","97"
"87","89","1382","8","94"
"87","51","1421","3","25"
"87","25","608","4","98"
"87","81","1252","9","63"
"87","70","1006","2","62"
"87","35","506","5","28"
"87","67","1130","7","54"
"87","98","220","8","74"
"88","64","522","2","33"
"88","67","880","3","57"
"88","64","366","7","99"
"88","89","1958","1","50"
"88","29","1167","5","65"
"88","79","944","9","83"
"88","81","483","2","19"
"89","99","1071","5","22"
"89","29","72","3","56"
"89","64","1788","2","15"
"89","79","388","9","50"
"89","67","16","10","37"
"89","51","160","6","39"
"89","44","1351","4","39"
"89","25","1725","10","68"
"89","79","234","1","13"
"89","70","1421","1","59"
"90","35","1887","4","59"
"90","9","1418","7","93"
"90","5","308","1","24"
"90","96","1023","2","65"
"90","84","1118","6","68"
"90","5","1345","6","32"
"90","89","1114","6","75"
"91","26","386","3","81"
"91","5","1694","1","80"
"91","51","1467","7","42"
"91","98","497","9","88"
"91","35","838","4","66"
"91","17","446","7","68"
"91","31","1309","4","41"
"91","12","1052","8","60"
"91","98","1726","5","36"
"91","51","1355","6","58"
"92","84","345","3","33"
"92","14","1582","10","94"
"92","67","1250","10","27"
"92","84","893","3","88"
"92","26","874","6","45"
"93","31","265","2","75"
"93","31","414","10","73"
"93","84","1705","4","27"
"94","98","562","3","74"
"94","81","1185","6","88"
"94","86","1292","9","44"
"94","86","1495","10","82"
"94","99","807","9","30"
"94","81","1511","2","39"
"95","99","809","1","64"
"95","54","1495","1","26"
"95","84","378","2","95"
"95","25","973","1","45"
"96","44","523","5","93"
"96","31","266","4","78"
"97","17","351","10","62"
"97","96","1340","6","23"
"97","25","968","10","26"
"97","26","786","4","95"
"97","99","159","2","55"
"97","54","1441","4","78"
"97","17","590","3","40"
"97","51","1975","4","14"
"97","54","112","3","79"
"97","14","1999","5","26"
"98","26","665","7","85"
"98","66","1784","10","20"
"98","86","1973","10","15"
"98","12","1228","2","49"
"98","66","1555","5","81"
"98","89","938","6","24"
"99","98","505","1","33"
"99","99","978","6","100"
"99","31","1579","9","75"
"99","67","726","6","10"
"99","51","847","4","34"
"99","51","1142","4","59"
"99","26","1430","5","29"
"99","96","1926","9","71"
"99","31","241","7","41"
"99","86","860","1","83"
"100","99","918","4","96"
"100","66","1766","7","43"
"100","70","735","3","22"
"100","25","362","5","30"
"101","31","1092","2","59"
"101","99","851","6","25"
"101","26","1528","7","47"
"101","16","1909","5","41"
"101","29","43","9","76"
"102","14","573","9","32"
"102","26","612","10","10"
"102","70","64","1","86"
"103","89","1056","2","38"
"103","86","689","4","49"
"103","81","1965","4","44"
"103","54","71","4","33"
"103","99","1324","6","96"
"104","31","1345","7","38"
"104","54","1374","9","39"
"104","89","1750","1","48"
"104","29","1693","8","74"
"104","5","271","6","58"
"104","25","1326","4","65"
"104","67","1274","6","39"
"104","29","223","10","50"
"105","29","1777","3","22"
"105","67","1296","4","95"
"105","12","386","2","36"
"105","84","266","10","43"
"105","66","1930","2","84"
"105","5","1473","6","49"
"105","35","1057","4","46"
"105","16","830","8","28"
"106","99","1821","2","28"
"106","79","1142","1","99"
"106","67","829","2","21"
"106","26","1710","5","44"
"106","84","1999","7","17"
"106","31","1179","2","16"
"106","81","1013","3","97"
"106","5","386","2","46"
"106","67","1525","10","33"
"106","54","1733","5","13"
"107","35","1971","5","88"
"108","35","1495","1","90"
"109","44","1358","6","32"
"109","89","1140","1","79"
"109","89","388","3","53"
"109","89","926","3","37"
"109","29","226","1","13"
"109","29","799","5","96"
"109","99","645","7","59"
"109","17","1726","7","99"
"109","14","1680","6","95"
"109","26","1979","3","19"
"110","46","746","1","38"
"111","66","1409","8","68"
"111","35","1876","3","64"
"111","31","464","1","22"
"111","64","1349","9","78"
"111","79","1325","9","54"
"111","46","1262","8","99"
"111","5","1868","2","45"
"111","66","1532","8","48"
"112","99","130","10","95"
"112","89","1549","10","19"
"112","29","735","9","28"
"112","89","1262","5","53"
"112","96","302","5","47"
"112","25","1877","7","16"
"112","26","1862","10","28"
"112","66","1908","8","28"
"112","89","361","5","63"
"112","66","1573","3","56"
"113","35","1057","2","100"
"114","44","461","6","84"
"114","29","1449","9","33"
"115","51","1778","2","90"
"116","29","134","10","64"
"116","12","1249","8","29"
"116","67","1960","5","76"
"116","44","473","7","43"
"116","66","993","5","16"
"116","35","1793","4","16"
"117","96","1071","6","39"
"117","9","1228","4","99"
"117","89","1732","6","50"
"118","84","1472","6","24"
"118","89","746","9","68"
"119","31","478","9","48"
"119","14","918","7","77"
"119","70","46","3","99"
"119","64","359","3","97"
"119","29","190","4","85"
"119","35","1767","8","52"
"120","54","496","5","72"
"120","5","1030","9","30"
"120","84","216","7","38"
"120","17","368","4","39"
"120","96","1683","6","60"
"120","14","1007","9","51"
"121","46","1088","3","17"
"121","66","1106","6","93"
"122","98","427","3","46"
"122","96","883","7","86"
"122","29","1076","2","51"
"123","46","1274","1","78"
"123","17","1192","1","29"
"123","70","1818","1","94"
"123","17","125","2","54"
"123","81","311","1","99"
"123","98","1495","8","54"
"123","67","572","1","76"
"123","96","1656","4","30"
"123","81","454","3","74"
"124","89","1828","5","65"
"124","5","68","8","16"
"124","96","501","10","46"
"125","86","1853","10","82"
"126","29","136","6","55"
"126","12","1336","9","58"
"126","84","1729","10","70"
"127","31","1274","9","27"
"127","84","403","7","23"
"127","12","138","6","72"
"127","54","459","10","72"
"127","67","1916","8","21"
"127","35","707","5","40"
"127","5","1621","7","32"
"127","66","986","7","65"
"128","29","1370","6","97"
"128","99","10","7","13"
"129","14","1856","10","90"
"129","89","1729","7","52"
"130","17","717","8","70"
"130","84","1702","10","22"
"130","31","1840","1","65"
"130","44","1258","2","93"
"131","17","126","4","75"
"131","86","210","7","85"
"131","29","1167","3","13"
"131","44","1598","3","71"
"131","86","610","3","75"
"131","44","1854","5","42"
"131","12","1941","7","67"
"132","25","1887","6","47"
"133","81","730","8","15"
"133","64","1130","2","17"
"133","26","1872","2","64"
"133","66","908","6","93"
"133","51","162","8","73"
"133","81","1382","5","98"
"134","70","1521","10","83"
"134","5","1283","1","60"
"134","12","818","10","64"
"134","25","374","7","96"
"134","70","436","8","10"
"134","31","1310","9","59"
"134","26","634","9","61"
"134","31","1857","4","72"
"135","66","1492","5","73"
"135","35","1078","3","53"
"136","17","803","5","68"
"137","17","1764","8","77"
"138","9","1805","6","12"
"138","86","1158","8","69"
"138","46","1132","8","92"
"138","17","1140","7","40"
"139","86","15","4","39"
"139","31","392","4","69"
"139","17","412","9","76"
"139","79","1881","5","35"
"139","54","252","2","59"
"139","99","244","10","12"
"139","79","1959","1","38"
"139","84","516","5","31"
"139","25","1910","9","53"
"140","89","1095","8","90"
"140","98","752","7","31"
"140","86","1106","1","47"
"140","70","884","8","26"
"140","66","119","1","60"
"141","70","1897","5","49"
"141","16","1432","7","89"
"141","16","1843","1","89"
"141","70","1432","8","88"
"141","86","1268","6","50"
"142","9","793","8","18"
"142","96","1980","6","55"
"142","31","1183","7","13"
"143","54","1218","2","62"
"143","44","282","7","38"
"143","35","234","8","86"
"143","31","1561","3","51"
"144","96","1518","7","54"
"144","89","1098","3","73"
"145","99","1429","1","86"
"145","54","764","2","78"
"145","46","1370","8","13"
"145","29","1084","6","26"
"145","29","108","5","70"
"146","14","1220","5","98"
"146","51","1074","6","60"
"146","84","1926","8","79"
"146","44","684","6","24"
"146","14","1996","9","79"
"146","46","105","4","38"
"146","14","1480","3","58"
"147","5","1840","9","60"
"147","44","454","9","81"
"147","89","1937","5","14"
"147","84","1117","1","18"
"147","5","416","7","86"
"147","86","928","8","81"
"147","67","1694","6","94"
"148","98","938","6","80"
"148","25","1622","3","90"
"148","99","1650","4","13"
"148","67","425","8","76"
"148","12","1471","9","90"
"148","44","1971","10","88"
"148","98","1454","9","10"
"148","17","767","6","74"
"148","86","1217","9","38"
"148","5","730","4","49"
"149","66","1512","10","74"
"149","84","26","3","76"
"149","51","530","4","25"
"149","26","1562","7","72"
"150","84","1620","2","31"
"150","26","1005","10","47"
"150","67","220","5","48"
"150","89","105","9","99"
"150","70","515","10","68"
"150","5","350","3","64"
"150","64","1014","6","19"
"150","66","414","6","86"
"151","14","183","5","26"
"151","29","1158","5","93"
"151","25","676","8","25"
"151","17","1809","3","32"
"151","99","1937","9","30"
"151","86","1333","6","77"
"151","51","1775","8","68"
"151","86","1416","5","61"
"151","51","1183","10","90"
"152","81","183","10","86"
"152","81","735","7","30"
"152","5","2","9","14"
"152","9","212","3","77"
"152","51","1325","9","96"
"152","16","1710","6","45"
"152","64","246","4","17"
"152","98","1349","8","61"
"152","17","1048","4","89"
"153","96","1224","8","60"
"153","29","651","9","59"
"153","51","1014","9","58"
"153","31","1562","4","27"
"153","26","1577","10","55"
"153","46","608","9","18"
"154","14","605","10","78"
"155","14","832","9","40"
"155","89","1573","8","17"
"155","12","1783","2","16"
"155","98","1799","3","18"
"156","35","134","7","70"
"156","67","1351","6","48"
"157","84","266","7","42"
"157","51","473","10","36"
"158","99","764","4","34"
"158","54","416","5","61"
"158","12","1374","1","18"
"158","17","1840","6","11"
"158","54","1941","3","59"
"158","25","254","5","32"
"158","86","1729","8","37"
"158","46","1123","10","65"
"159","99","1361","6","64"
"159","89","1852","10","14"
"159","79","1768","2","26"
"159","98","1872","8","29"
"159","29","1033","6","17"
"159","31","1744","10","86"
"159","99","1926","7","25"
"159","99","1682","5","15"
"160","67","908","5","16"
"160","35","1657","3","40"
"160","67","1877","3","82"
"160","96","299","2","28"
"160","84","1971","4","29"
"160","99","724","6","83"
"160","46","1460","9","47"
"161","9","1629","10","53"
"161","54","236","8","83"
"161","14","473","7","40"
"161","99","237","4","76"
"161","5","254","5","95"
"161","67","1192","5","29"
"161","79","178","2","32"
"161","25","1818","9","96"
"162","9","956","3","10"
"162","66","1792","10","21"
"162","14","1478","4","21"
"162","64","1869","10","79"
"162","64","1672","5","95"
"163","35","625","10","35"
"163","17","1788","10","39"
"163","66","989","6","91"
"163","51","996","6","55"
"164","96","1370","3","34"
"164","14","482","1","92"
"165","14","1597","5","33"
"165","86","1437","2","45"
"165","67","34","5","13"
"165","5","702","9","46"
"165","14","1270","2","62"
"166","86","1322","1","24"
"166","84","183","8","96"
"166","29","81","4","57"
"166","12","1141","8","77"
"166","79","403","5","20"
"167","79","1270","7","87"
"167","67","1803","4","92"
"167","81","359","6","48"
"167","99","1701","5","65"
"167","14","1733","5","63"
"167","31","680","7","73"
"167","31","1120","5","60"
"167","99","646","8","43"
"167","14","842","9","32"
"167","67","689","6","61"
"168","99","879","7","22"
"168","17","1985","4","100"
"168","16","790","5","93"
"168","31","1881","4","53"
"168","84","1274","9","96"
"168","51","17","3","28"
"168","54","1194","10","53"
"168","84","139","8","19"
"169","86","590","10","43"
"169","81","1788","4","30"
"170","25","1597","2","48"
"170","84","1761","10","83"
"170","51","1416","2","53"
"171","64","1554","4","25"
"172","79","1653","5","11"
"172","35","1985","7","58"
"173","70","1286","6","59"
"173","84","1105","7","88"
"173","98","138","5","94"
"173","25","1005","2","21"
"174","14","1814","1","31"
"174","51","368","5","18"
"174","64","569","5","18"
"174","64","594","2","24"
"174","12","803","6","22"
"174","66","316","6","27"
"174","44","670","9","28"
"174","64","1766","7","36"
"175","51","1772","6","61"
"175","66","718","10","94"
"175","81","265","2","48"
"175","79","89","6","23"
"176","54","1623","3","27"
"177","17","893","10","57"
"177","84","1838","8","80"
"177","96","1853","2","32"
"177","9","460","10","19"
"177","9","348","4","32"
"177","26","1975","3","92"
"177","98","1109","4","57"
"177","12","1240","9","18"
"177","16","1211","7","75"
"177","99","707","3","27"
"178","89","1573","5","54"
"178","44","1245","9","34"
"178","31","1631","8","41"
"179","70","1905","5","89"
"179","70","1887","1","55"
"179","64","1726","1","80"
"180","46","1809","3","90"
"180","54","1324","2","70"
"180","31","1159","3","78"
"180","66","1145","3","24"
"180","66","854","3","96"
"181","12","1552","5","30"
"181","98","1655","7","80"
"181","81","1884","7","46"
"181","84","375","8","96"
"182","5","830","6","82"
"182","46","1880","5","58"
"182","14","235","6","54"
"183","46","1361","1","68"
"183","16","537","6","77"
"183","17","1073","10","85"
"183","12","1503","3","74"
"183","54","1270","3","56"
"184","67","914","8","71"
"185","35","1192","1","57"
"185","44","676","1","38"
"185","70","46","7","40"
"185","54","302","4","38"
"185","99","901","10","78"
"185","12","1416","8","71"
"185","86","830","7","35"
"185","66","1275","8","51"
"185","25","477","5","64"
"186","81","1734","1","79"
"186","25","1389","10","76"
"186","70","757","6","98"
"186","16","808","7","18"
"186","31","1566","4","40"
"186","66","503","5","94"
"187","84","1073","1","40"
"187","29","565","10","61"
"187","46","908","6","35"
"187","98","365","6","54"
"187","66","209","2","56"
"187","66","358","6","14"
"187","64","920","7","28"
"187","54","845","4","100"
"188","14","696","7","33"
"188","17","1987","10","39"
"188","51","1234","1","60"
"188","66","1185","10","62"
"189","67","358","7","54"
"189","14","1092","5","57"
"189","51","1498","4","68"
"190","9","1867","4","87"
"190","96","902","6","49"
"190","14","1986","1","63"
"191","96","1667","6","96"
"192","66","1358","5","75"
"192","64","1936","1","16"
"192","14","313","5","80"
"192","64","1269","8","34"
"192","17","1702","3","98"
"192","89","500","5","66"
"192","14","838","7","25"
"192","14","1678","3","29"
"192","44","599","2","73"
"193","35","558","6","24"
"193","35","818","4","84"
"193","86","1011","9","45"
"193","89","1120","10","17"
"193","98","483","9","47"
"193","86","676","5","23"
"193","98","978","4","90"
"193","35","637","9","23"
"193","5","1862","4","29"
"193","46","1993","3","27"
"194","9","91","10","77"
"194","16","1475","2","71"
"194","17","1197","8","23"
"194","84","1478","7","89"
"194","84","1145","7","49"
"194","98","1846","8","30"
"195","46","1448","7","89"
"195","98","418","6","29"
"195","54","1962","9","53"
"195","66","672","9","71"
"196","26","1049","10","87"
"196","5","1404","2","51"
"196","31","46","3","16"
"196","31","1555","8","24"
"196","54","1683","9","52"
"196","12","882","10","79"
"197","84","1933","6","65"
"197","26","227","10","72"
"197","98","1627","9","20"
"197","31","1552","10","20"
"197","51","1532","10","80"
"197","86","1909","3","61"
"198","14","212","10","10"
"198","35","1580","2","39"
"198","99","459","8","79"
"199","81","818","10","81"
"199","51","183","2","27"
"199","98","1272","5","25"
"199","99","528","7","34"
"199","81","1729","2","83"
"199","17","713","4","93"
"199","25","999","8","33"
"199","46","778","1","73"
"199","54","1764","10","40"
"199","79","1117","1","21"
"200","96","990","8","45"
"200","12","256","7","65"
"200","9","443","9","97"
"200","99","1344","10","84"
"200","54","1987","5","73"
"200","64","1622","8","89"
"200","54","879","9","87"
"200","81","854","4","90"
"201","31","1480","5","89"
"201","26","661","10","36"
"201","54","1528","6","54"
"201","98","1965","1","76"
"201","9","1164","6","57"
"201","89","190","1","52"
"201","16","1905","5","92"
"201","70","99","10","25"
"201","98","590","8","80"
"202","79","1399","9","57"
"202","25","669","6","24"
"203","84","178","5","10"
"203","99","1582","1","82"
"203","46","750","5","73"
"203","99","537","7","46"
"203","66","1028","5","95"
"203","5","1358","1","99"
"203","51","136","3","59"
"203","84","548","8","76"
"203","35","126","3","30"
"204","51","1950","1","45"
"204","26","115","1","80"
"204","67","1272","5","19"
"204","96","1326","6","69"
"204","25","225","10","54"
"204","89","1861","3","63"
"204","64","1336","8","35"
"204","81","473","6","58"
"205","35","263","3","96"
"205","12","13","9","14"
"205","67","670","9","79"
"205","5","1522","6","41"
"205","79","729","9","95"
"205","96","1386","4","58"
"205","44","1076","10","27"
"205","31","1628","1","35"
"206","16","736","4","80"
"206","79","35","9","76"
"206","44","880","9","69"
"206","86","917","7","17"
